coding,beta,se,pvalue,n,-Log10P,protein
1673,-0.0343692992945453,0.0107522564317466,0.00139237307051694,36488,2.85624438486993,MAPK9
1674,-0.0275411027974765,0.00991886363452604,0.00549558433413054,32260,2.25998612315015,MAPKAPK2
1675,-0.00747273581142041,0.00983588282081312,0.447414319463154,31687,0.349290120453262,MAPRE3
1676,-0.00445121181709802,0.0106621568037237,0.676331596582946,35810,0.169840322908709,MAPT
1677,-0.0713470022118187,0.0104234147763704,7.77513313724535e-12,36445,11.1092921656097,MARCO
1678,-0.0341449796095719,0.00987067850155072,0.000542420315902329,32028,3.26566405269733,MARS1
1679,-0.0400243751047453,0.0106244791294356,0.000165359911206529,36267,3.78156976958423,MASP1
1680,-0.0823796210911381,0.0105121167253057,4.75274600660208e-15,36514,14.32305539439,MATN2
1681,0.00414611245113811,0.010427132699954,0.690907287446706,36262,0.160580226506727,MATN3
1682,-0.0203810580627568,0.010617015838029,0.0549088166417111,35870,1.26035791581553,MAVS
1683,-0.040279149781112,0.0106003295968302,0.000145051499660487,35810,3.8384777767482,MAX
1684,0.0552904190222501,0.00942670359186493,4.52150963909264e-09,36846,8.34471653897953,MB
1685,-0.015887445066394,0.00981670343008044,0.105584139993307,32389,0.976401313153414,MBL2
1686,0.0966590547144054,0.01027116401231,5.20488353825697e-21,36560,20.2835889835902,MCAM
1687,-0.0237347328835893,0.0099813971292908,0.0174173935396147,32797,1.75901683532471,MCEE
1688,-0.0432061779015162,0.00979895676990454,1.0406202254379e-05,31883,4.98270773743411,MCEMP1
1689,-0.0469808668304987,0.0107557276078205,1.25744427607935e-05,36339,4.90051125170143,MCFD2
1690,0.00681841014095135,0.0100171700872541,0.496083691507039,32710,0.304445049934021,MCTS1
1691,0.0121432051684265,0.0103968833442523,0.242828190891228,36324,0.614700895694824,MDGA1
1692,-0.0401296765024199,0.00983374168610705,4.4984816776908e-05,32644,4.34693404406197,MDH1
1693,-0.0643066407763341,0.0106543241446556,1.59761490814844e-09,36645,8.79652789549815,MDK
1694,-0.00729364292631896,0.00992031848320422,0.462209301322283,31948,0.335161319193784,MDM1
1695,-0.0520665129742154,0.00980511696640896,1.10273295533261e-07,32002,6.95752964627882,MECR
1696,-0.0325437176502882,0.0106498317547483,0.00224628534128221,35870,2.64853507698231,MED18
1697,-0.0223411274985559,0.0098536653934117,0.0233791418118827,31774,1.63117143471414,MED21
1698,0.22120436835901,0.0106177397449519,7.80674530467398e-96,36454,95.1075299892761,MEGF10
1699,-0.00850594847845369,0.0098580585009033,0.388230771587712,31774,0.410910044936556,MEGF11
1700,-0.0321615280362899,0.0105415955032026,0.00228306750123432,36725,2.64148124795777,MEGF9
1701,0.0442315284068133,0.00987002750987083,7.44058025924087e-06,32843,5.128393194352,MELTF
1702,0.0430696521803662,0.00924241904774618,3.17482276530613e-06,32090,5.49828051421389,MENT
1703,-0.0412705439435509,0.00962432740159843,1.80684809885717e-05,32710,4.74307835690286,MEP1A
1704,0.0286898914200925,0.0106009317240634,0.00680578268128529,36445,2.16712192268444,MEP1B
1705,0.0713841281361621,0.0100813127702716,1.45876588078822e-12,36454,11.8360144029938,MEPE
1706,-0.0292310377845163,0.0104417162429298,0.00512167238836761,36878,2.29058820495283,MERTK
1707,-0.03853557664709,0.0109224231780193,0.00041904201090506,36559,3.377742434815,MESD
1708,0.13014646398109,0.0105170768985134,4.20582187281994e-35,36709,34.3761491247285,MET
1709,-0.0131851324702867,0.0106633382828587,0.216283850913447,35810,0.664975906455524,METAP1
1710,-0.0524296156487194,0.0108375845323263,1.31846940813189e-06,36488,5.87992994249826,METAP1D
1711,-0.0586031107448578,0.0109976620084537,9.95056670356543e-08,36811,7.00215218465902,METAP2
1712,0.019481592182571,0.0106520807876074,0.0674228632694854,35895,1.17119280809311,MFAP3
1713,-0.00479773722097984,0.00990420917262007,0.62809543288051,31948,0.20197436450391,MFAP3L
1714,-0.0452495297048101,0.00945286611440396,1.70166598577523e-06,32090,5.76912568207193,MFAP4
1715,-0.01441130528002,0.0102389034244176,0.159286206772854,36846,0.797821829859839,MFAP5
1716,-0.0416405152402289,0.0106788536096277,9.66262707623414e-05,36559,4.01490478149335,MFGE8
1717,-0.0237131654401925,0.0109516309670991,0.0303739661975821,36584,1.51749849470478,MGLL
1718,-0.0249440640387439,0.0108751715066331,0.0218150699551006,36488,1.66124339000856,MGMT
1719,-0.0566190666209593,0.0107067058294553,1.24241222665097e-07,36681,6.90573428334122,MIA
1720,-0.0138776719825416,0.00987857946272938,0.160083152920218,31948,0.795654370633914,MICALL2
1721,-0.041178404706196,0.0107217882115115,0.000122927159982164,36488,3.91035215187983,MICB_MICA
1722,-0.0464871571083359,0.0108708753322421,1.90505255805043e-05,36490,4.72009303817397,MIF
1723,-0.0465423039917213,0.0104167232075553,7.91813217982015e-06,35957,5.1013772527117,MILR1
1724,-0.0246497367292722,0.0099974081329859,0.0136830106687932,32700,1.86381833441511,MINDY1
1725,-0.0360742606968457,0.00999395246534672,0.000307115696873669,32794,3.51269798592944,MINK1
1726,-0.0307257021930545,0.010813226246556,0.00449279002752909,36324,2.34748387787177,MITD1
1727,-0.0292535972206759,0.00987580996573891,0.00305727672690681,31883,2.51466524968431,MKI67
1728,-0.0144061467368235,0.00990817206831191,0.145965601719054,31687,0.835749478076696,MLLT1
1729,0.00084583047803211,0.0100136239700557,0.93268483251518,36488,0.0302650857529838,MLN
1730,-0.0367634597406486,0.0102020943880535,0.000314353463443001,36462,3.50258175037377,MME
1731,-0.048174034715146,0.0103141159096961,3.01299850991802e-06,35152,5.52100108310744,MMP1
1732,-0.031899303239865,0.0106697383395422,0.00279439419076455,36392,2.55371233021951,MMP10
1733,-0.0798983774478088,0.00961746673774528,1.00953265676266e-16,36575,15.995879627763,MMP12
1734,0.0318743980196934,0.0104941898977751,0.00238849748738884,35810,2.62187521124215,MMP13
1735,-0.00649289009144812,0.0100384218827677,0.517763411543671,32843,0.285868642827608,MMP15
1736,-0.00242708264021238,0.00842004821471871,0.773156672261742,36559,0.111732491845867,MMP3
1737,-0.117215851635737,0.00997479313859216,7.96548025550356e-32,35831,31.0987880345487,MMP7
1738,-0.0818717572806898,0.0106537810476217,1.57085286382086e-14,36758,13.8038644918685,MMP8
1739,-0.0914929388441781,0.0104242545714835,1.75146095357279e-18,36495,17.75659954024,MMP9
1740,-0.0115783533201758,0.00990291344463739,0.242337249359961,31774,0.615579825861942,MMUT
1741,0.00121636429264361,0.00993765435482353,0.902583375350619,31948,0.0445126699959989,MN1
1742,-0.022960240260954,0.00995077064965679,0.0210397728885613,32260,1.67695895243545,MNAT1
1743,-0.0530686411780193,0.0106917106382185,6.95347985832014e-07,36445,6.15779779900076,MNDA
1744,-0.031231436517123,0.00980961592607976,0.00145515653262932,32090,2.83709028667765,MOCS2
1745,-0.031067517297601,0.0104984783947054,0.00308594825389291,36877,2.51061136059211,MOG
1746,-0.00277664504574843,0.0100286420451938,0.781880532122662,32794,0.106859600141599,MORC3
1747,0.0271131732129851,0.00995602396337934,0.00646694240983985,32260,2.18930100656489,MORF4L1
1748,0.00234216336237347,0.00991332971380091,0.813229314140236,31687,0.0897869749185422,MORF4L2
1749,0.00456375547889874,0.00987531932380896,0.64398588722198,31687,0.191123649983009,MORN4
1750,-0.0410631594174386,0.0106095352776342,0.000108848533129781,35895,3.96317741924516,MPHOSPH8
1751,-0.04130633096582,0.0108046706557285,0.000132053210490121,36462,3.87925103572026,MPI
1752,-0.0316589032136726,0.0109317226106856,0.0037810633117439,36584,2.42238605056372,MPIG6B
1753,-0.0959061564501298,0.0105609114659644,1.12577009680729e-19,36559,18.9485502914407,MPO
1754,-0.0266470773894635,0.00994112191433004,0.0073551409494813,32635,2.13340900029941,MPRIP
1755,-0.0990837698234553,0.00919411916976192,4.91382816589824e-27,32831,26.3085800346502,MRC1
1756,-0.0370260891666537,0.00979126001022324,0.000156141939328957,31948,3.80648043087223,MRI1
1757,-0.00592254571868738,0.00986057576987718,0.548091542338187,31774,0.261146899522755,MRPL24
1758,0.00129390639160032,0.010016848400518,0.89722154991749,32797,0.0471003038609649,MRPL28
1759,-0.0259091391661828,0.0106686957943876,0.0151654882138383,35810,1.81914360413584,MRPL46
1760,0.0114787128467456,0.00982056186827811,0.242474974374882,31624,0.615333077893632,MRPL52
1761,-0.0366110831923036,0.00995294281861621,0.000235060389256327,32797,3.62882054899825,MRPL58
1762,-0.00202069654272981,0.00986179938886928,0.837650466720359,31883,0.0769371651903427,MRPS16
1763,-0.0296404289707497,0.00998906247451419,0.00300634372938574,36407,2.52196136598423,MSLN
