coding,beta,se,pvalue,n,protein,-Log10P
1,-0.00271173715251057,0.00119386486578977,0.023148893158217,8235,A1BG,1.63546976951732
2,0.00161661554594466,0.00127061559642047,0.203300399601104,8007,AAMDC,0.691861767725051
3,-0.00273382994720752,0.00133273967936974,0.0402669115130634,9370,AARSD1,1.39505167966181
4,-0.00253907200259372,0.00126660868054195,0.0450372512469141,7974,ABCA2,1.34642812359024
5,0.00194780722307052,0.00134107716514506,0.14641856278281,9328,ABHD14B,0.834403860414963
6,0.000526159701191273,0.00134980404629607,0.696689984473988,9370,ABL1,0.156960432782419
7,0.00130158210388825,0.00127877574629512,0.308786590719246,8226,ABO,0.510341567478408
8,-0.000270289243672272,0.00125439523179421,0.829403497662997,7974,ABRAXAS2,0.0812341375124684
9,-0.0028883499842293,0.00129102776795938,0.0252940170974383,9190,ACAA1,1.59698219221717
10,-0.00112076683863999,0.00126595574063934,0.376014371020681,8069,ACADM,0.424795556307149
11,-0.000500536364837339,0.00128318226993339,0.696491777800446,8211,ACADSB,0.157084006127272
12,-0.000833128243886899,0.00122791739604932,0.497478696935153,9307,ACAN,0.303225511906393
13,-1.22525031682577e-06,0.00126278793415897,0.999225857037183,8226,ACE,0.000336336219918161
14,0.000440549226059059,0.00113043725062429,0.696755734864224,9234,ACE2,0.156919448004487
15,0.0032144308832896,0.00115700165353851,0.00547809197725506,8036,ACHE,2.2613706802093
16,-0.00109080624592437,0.00128476619488483,0.395888923692725,8195,ACOT13,0.402426648908119
17,0.000448200501816081,0.00135023666645828,0.739940349835508,9378,ACOX1,0.130803289433144
18,0.0030144821669348,0.00124952802878022,0.0158661063841663,7990,ACP1,1.79952963804294
19,-0.00783720656384464,0.00128663128629493,1.16414179726304e-09,9423,ACP5,8.93399411760857
20,0.00184602584328584,0.00137014993582906,0.177910552967324,9470,ACP6,0.749798290479605
21,-0.000667414606650654,0.00128062750742499,0.602267949707477,8175,ACRBP,0.220210247630587
22,0.00233710044929651,0.000818795639996208,0.00432409768762982,7990,ACRV1,2.36410450326652
23,-0.000656984523665388,0.00127602745960491,0.606660208777266,7974,ACSL1,0.217054489768641
24,-0.00337702050440554,0.00117146435888874,0.00395151148837977,9234,ACTA2,2.40323675108204
25,0.00663045825113195,0.00123358853421827,7.87809918994799e-08,7974,ACTN2,7.10357855546698
26,-0.00225916863356847,0.00132100848926258,0.0872652808036826,9254,ACTN4,1.05915850949605
27,-0.00111257358079455,0.00119641828704315,0.352436477622626,9331,ACVRL1,0.452919147903701
28,-0.00393843688336265,0.00116867472393029,0.000754711502731954,9378,ACY1,3.12221903077587
29,0.000509674614796547,0.00122801844035973,0.678125095268185,7974,ACY3,0.168690183458371
30,1.61981098065168e-05,0.00126285345863964,0.989766458969493,8000,ACYP1,0.00446726757000337
31,0.00856875619410848,0.00137035977388113,4.20243586195968e-10,9481,ADA,9.37649890608827
32,-0.00283632196165629,0.00126931561362682,0.0254720401289349,9291,ADA2,1.59393626974954
33,-0.00610101820247813,0.00120249255649107,3.99077437476082e-07,7990,ADAM12,6.39894282510153
34,-0.000258807556777859,0.00130167643502484,0.842402978264248,9234,ADAM15,0.0744801063982559
35,-0.00690137336073875,0.00126943542967208,5.56869443886548e-08,9344,ADAM22,7.25424661173052
36,0.000742244138276436,0.00135147824986377,0.582874922607693,9481,ADAM23,0.234424629201709
37,-0.00527269066565159,0.00129902523549083,4.96882384100751e-05,9485,ADAM8,4.30374639996095
38,-0.00229846299779992,0.00124748964940257,0.0654425109748167,8195,ADAM9,1.18414004549832
39,-0.0027878574253305,0.00124460242652215,0.0251210736229357,7990,ADAMTS1,1.59996180368672
40,0.00370063404307779,0.00135154649512771,0.00619156514964988,9487,ADAMTS13,2.20819955292904
41,-0.00239034388527114,0.00121098682362078,0.0484246509424774,9370,ADAMTS15,1.31493350110554
