coding,beta,se,pvalue,n,outlier_count,outlier_pvalue,heteroscedasticity_pvalue,protein,#NAME?
1,-0.020010936,0.005739133,0.000489527,34773,3,0.004572001,1.74E-10,A1BG,3.310223328
2,-0.000362977,0.00610304,0.952574307,33861,1,0.047802127,5.90E-11,AAMDC,0.021101136
3,-0.017703506,0.006607793,0.00738326,38703,1,0.133671984,1.90E-14,AARSD1,2.131751865
4,-0.014771246,0.006050541,0.014639199,33663,1,0.098002745,1.68E-21,ABCA2,1.834482675
5,0.00024478,0.006649694,0.970636108,38518,1,0.233747398,3.31E-18,ABHD14B,0.012943557
6,-0.00661821,0.006688844,0.322454063,38703,1,0.386405873,1.49E-24,ABL1,0.491532146
7,0.000291118,0.006222627,0.962685771,34757,1,0.110585898,0.283038575,ABO,0.016515447
8,-0.007369164,0.006103357,0.227288492,33663,1,0.254492104,3.61E-17,ABRAXAS2,0.643422553
9,-0.025732595,0.006428939,6.28E-05,38061,1,0.485158481,2.75E-08,ACAA1,4.20229169
10,-0.005531308,0.006183463,0.371043441,34147,1,0.081822594,4.81E-06,ACADM,0.430575242
11,-0.002728022,0.006188056,0.659322283,34781,1,0.132846695,6.23E-06,ACADSB,0.180902246
12,0.012804239,0.006108989,0.036091672,38378,1,0.228047854,8.36E-22,ACAN,1.442592993
13,0.00748867,0.006156716,0.223863074,34757,1,0.035092034,4.14E-13,ACE,0.650017537
14,-0.019395717,0.00565591,0.000605818,38118,8,0.000288251,1.23E-75,ACE2,3.217657622
15,0.023541304,0.005703835,3.68E-05,33976,1,0.107420674,1.58E-100,ACHE,4.434199994
16,-0.007341483,0.006175889,0.234552938,34650,1,0.137451402,0.011824144,ACOT13,0.629759124
17,-0.004767244,0.006717687,0.477922051,38687,1,0.76508803,0.072726342,ACOX1,0.320642931
18,0.012534773,0.006079121,0.039221251,33702,1,0.245833913,3.64E-31,ACP1,1.406478563
19,-0.059876734,0.00643294,1.37E-20,38926,1,0.085768087,0.823067161,ACP5,19.86310978
20,-0.003742561,0.006798847,0.582000234,39096,1,1.780080694,2.69E-16,ACP6,0.235076841
21,-0.012706544,0.006172484,0.039542073,34627,1,0.133864228,1.09E-06,ACRBP,1.402940565
22,0.011341071,0.003888336,0.003540005,33702,10,5.49E-05,0,ACRV1,2.450996164
23,-0.000313323,0.006138404,0.959291545,33663,1,0.062195566,0.034577301,ACSL1,0.018049383
24,-0.00882674,0.005763393,0.12564976,38118,1,0.127059248,5.76E-109,ACTA2,0.900838338
25,0.076365708,0.005931393,7.66E-38,33663,1,0.113422416,1.98E-42,ACTN2,37.11557451
26,-0.010182072,0.006597559,0.122764114,38166,1,0.473281354,0.0333481,ACTN4,0.910928568
27,-0.007982071,0.005935179,0.178673634,38519,1,0.075772379,5.89E-12,ACVRL1,0.747939529
28,-0.03797331,0.005832963,7.60E-11,38687,2,0.024606023,8.74E-32,ACY1,10.11915013
29,-0.007323413,0.005978881,0.220628912,33663,1,0.116088978,1.25E-15,ACY3,0.656337577
30,-0.002566378,0.006100232,0.673975629,33842,1,0.043370507,3.35E-29,ACYP1,0.171355807
31,0.050335098,0.006771468,1.08E-13,39166,1,1.089309561,4.23E-15,ADA,12.9666157
32,-0.036566745,0.00633824,8.02E-09,38429,1,0.676777775,0.000138509,ADA2,8.095575812
33,-0.050256658,0.00575892,2.74E-18,33702,1,0.272881293,6.08E-113,ADAM12,17.56239136
34,0.000950612,0.006522834,0.884130538,38118,1,0.148404652,4.74E-06,ADAM15,0.053483609
35,-0.062486153,0.006398243,1.67E-22,38586,1,0.054944121,0.056039009,ADAM22,21.77709672
36,0.005736065,0.006763828,0.396415241,39166,1,1.225762642,5.78E-06,ADAM23,0.401849656
37,-0.044418624,0.006555717,1.26E-11,39057,1,0.284488472,0.186448701,ADAM8,10.90071795
38,-0.006773606,0.006033131,0.261557964,34650,1,0.05703518,7.56E-13,ADAM9,0.582432052
39,-0.01444168,0.006041052,0.016826775,33702,1,0.156280889,5.09E-20,ADAMTS1,1.773999103
40,-0.016230964,0.006700809,0.015429696,39121,1,1.172237164,0.110194096,ADAMTS13,1.811642627
41,-0.020690139,0.005999302,0.000563771,38703,1,0.192090894,0.056969484,ADAMTS15,3.248897513
42,-0.061619927,0.00596125,5.19E-25,38118,1,0.011358529,1.21E-67,ADAMTS16,24.28515439
43,-0.000370988,0.005943223,0.950227193,33702,1,0.314623224,2.90E-59,ADAMTS4,0.022172545
44,0.093475559,0.006640744,6.87E-45,38977,1,0.35055761,1.50E-07,ADAMTS8,44.16318932
45,-0.030404203,0.00587515,2.29E-07,34793,1,0.041532251,8.26E-32,ADAMTSL2,6.639951658
46,0.00846263,0.005929595,0.153535709,33861,1,0.179721231,1.53E-45,ADAMTSL4,0.813790601
47,0.08656982,0.006117659,2.47E-45,34781,1,0.004397425,4.18E-11,ADAMTSL5,44.60772693
48,0.001858593,0.006614492,0.778721179,38061,1,0.914656545,3.47E-05,ADCYAP1R1,0.108618013
49,0.000959778,0.006083056,0.874631978,33976,1,0.109055608,2.79E-21,ADD1,0.058174648
50,-0.019943521,0.006544723,0.002310884,38519,1,1.638771324,8.00E-09,ADGRB3,2.636221786
51,0.009178461,0.005379328,0.087971281,33976,2,0.000721682,1.09E-72,ADGRD1,1.055659083
52,-0.010103064,0.006045684,0.094707022,34650,1,0.122999748,9.52E-18,ADGRE1,1.023617817
53,0.003606157,0.006410409,0.573746549,38927,1,0.300312142,3.21E-11,ADGRE2,0.241279914
54,0.005322088,0.006379908,0.404176169,38929,1,0.268396049,1.98E-13,ADGRE5,0.393429297
55,-0.027442966,0.006031312,5.38E-06,34781,1,0.164855215,3.27E-90,ADGRF5,5.269168794
56,-0.042007531,0.006180664,1.09E-11,38703,1,0.062658871,3.40E-07,ADGRG1,10.96391445
57,0.091316746,0.00585146,9.77E-55,38687,1,1.084490811,2.35E-22,ADGRG2,54.01020758
58,-0.002520208,0.006144741,0.681705428,33653,1,0.140354556,0.572615244,ADGRV1,0.166403248
59,-0.045699628,0.00567618,8.47E-16,33976,1,0.035028338,1.41E-100,ADH1B,15.07215919
60,-0.06066154,0.00586909,5.24E-25,38118,1,0.005862557,5.69E-88,ADH4,24.28072875
61,0.017899658,0.005059072,0.000403496,34773,10,0.000214751,2.94E-159,ADIPOQ,3.394160617
62,-0.059869655,0.005452044,5.17E-28,39157,2,0.003142865,7.00E-08,ADM,27.28611431
63,-0.005265823,0.006125711,0.390001128,33663,1,0.065567876,0.004899362,ADRA2A,0.408934136
64,0.001425488,0.006070868,0.814359199,33976,1,0.038302258,0.000113068,AFAP1,0.089183993
65,-0.033983443,0.005695484,2.44E-09,34773,5,0.008156255,4.16E-08,AFM,8.611920974
66,-0.019940847,0.006480372,0.002091618,38452,1,0.388420633,1.07E-17,AFP,2.679517601
67,0.007611649,0.006140663,0.215151141,33653,1,0.12512037,0.0795983,AGBL2,0.667256347
68,-0.028908303,0.006314227,4.70E-06,38676,1,0.197534261,4.64E-10,AGER,5.327650325
69,-0.010066222,0.006424098,0.11713541,37867,1,0.587577355,9.26E-05,AGR2,0.931311798
70,-0.000569737,0.006421319,0.929300246,37991,1,0.991392353,6.68E-05,AGR3,0.031843948
71,-0.071068335,0.006196796,2.12E-30,38927,1,0.142154278,0.048223651,AGRN,29.6728382
72,-0.044797862,0.006650172,1.65E-11,39166,1,0.924986219,0.502252871,AGRP,10.7834071
73,0.016915544,0.006033137,0.005053655,34757,1,0.027243659,1.50E-38,AGT,2.296394387
74,-0.046034213,0.006464141,1.09E-12,38687,1,0.414384491,4.38E-54,AGXT,11.96401677
75,-0.005156688,0.006665431,0.439144489,38687,1,0.75944053,4.71E-07,AHCY,0.357392563
76,0.041198448,0.005631528,2.62E-13,33861,1,0.054418885,6.45E-102,AHNAK,12.58209797
77,0.017605644,0.005953183,0.003105101,33861,1,0.046454168,3.49E-38,AHNAK2,2.507924318
78,-0.004183017,0.006206806,0.500353698,34627,1,0.074988467,0.000863769,AHSA1,0.300722886
79,-0.008932932,0.006131932,0.145183624,34757,1,0.042106552,8.05E-12,AHSG,0.838082368
80,-0.012506511,0.006434862,0.051956328,38773,1,1.901831042,1.15E-99,AHSP,1.284361551
81,-0.009288884,0.006151498,0.131047696,33838,1,0.112614493,0.144124371,AIDA,0.88257061
82,-0.014877294,0.006571805,0.023591627,38061,1,0.793950667,0.00013467,AIF1,1.627242112
83,-0.006750228,0.006134094,0.271146475,33861,1,0.412065875,7.36E-91,AIF1L,0.566796037
84,-0.032476922,0.006540458,6.88E-07,38633,1,0.939289741,2.81E-08,AIFM1,6.162405016
85,-0.002693045,0.006584125,0.682526508,38687,1,1.343414757,2.31E-31,AK1,0.165880477
86,-0.00779633,0.006207833,0.209165823,34728,1,0.14855781,0.027892137,AK2,0.679509277
87,0.047356898,0.00609028,7.71E-15,33976,1,0.056184631,3.23E-21,AKAP12,14.11309746
88,0.002378311,0.006605185,0.718798777,38061,1,0.26284481,0.027963313,AKR1B1,0.14339267
89,-0.018345791,0.006125069,0.002744656,33838,1,0.119061716,0.54574581,AKR1B10,2.561512036
90,-0.006305874,0.006578839,0.337812404,38118,1,0.737327454,7.70E-08,AKR1C4,0.471324407
91,-0.020657255,0.005953575,0.000521647,33702,1,0.190144489,9.68E-60,AKR7L,3.282622959
92,-0.014930296,0.006550299,0.022652932,38047,1,0.158871469,5.07E-06,AKT1S1,1.644875581
93,-0.001055259,0.006204429,0.864946943,34740,1,0.093430991,0.779662862,AKT2,0.063010532
94,0.008732265,0.00656338,0.18337726,37869,1,0.501574344,0.061164863,AKT3,0.73665452
95,-0.011049602,0.006194188,0.074453203,39121,1,0.244690811,3.18E-21,ALCAM,1.128116617
96,-0.027627883,0.006340016,1.32E-05,38843,1,0.542635617,5.80E-52,ALDH1A1,4.880171001
97,-0.032511307,0.00617546,1.41E-07,34627,1,0.085748246,6.27E-17,ALDH2,6.849752325
98,-0.012354255,0.006225559,0.047213732,38686,1,0.048150203,4.90E-39,ALDH3A1,1.325931671
99,-0.032508224,0.006182726,1.47E-07,34740,1,0.057926874,0.179529219,ALDH5A1,6.833978547
100,-0.006401588,0.006202089,0.30200148,34147,1,0.079698304,0.472118773,ALMS1,0.519990929
101,0.004235627,0.006124682,0.489214156,33702,1,0.09875338,9.47E-06,ALPI,0.310500984
102,-0.006190901,0.005966202,0.29943389,38703,2,0.012778793,0.43853502,ALPP,0.523699048
103,0.004325022,0.006593196,0.511839282,38166,1,0.510822905,1.42E-10,AMBN,0.290866386
104,-0.022438241,0.006106531,0.000238665,39097,1,0.002869532,0.329818381,AMBP,3.622210421
105,-0.004041461,0.006243253,0.517421015,34793,1,0.218844973,0.987684644,AMDHD2,0.286155937
106,-0.017746271,0.006591902,0.007102792,38047,1,0.308380487,1.88E-12,AMFR,2.148570921
107,-0.001334805,0.006167849,0.828666862,33838,1,0.082524405,0.475349625,AMIGO1,0.081620028
108,0.005020085,0.006686437,0.45278587,38703,1,1.723889889,0.239265581,AMIGO2,0.344107135
109,-0.037705222,0.006498523,6.60E-09,38166,1,0.36286181,0.0016902,AMN,8.180471572
110,-0.026109065,0.00551725,2.23E-06,33976,2,0.001279298,5.19E-107,AMOT,5.651839784
111,-0.014700653,0.006159381,0.017005269,34494,1,0.076666004,9.75E-31,AMOTL2,1.769416489
112,0.003805531,0.006158912,0.53665176,34728,1,0.121436972,9.44E-18,AMPD3,0.270307442
114,-0.003301724,0.00618531,0.593482569,37069,1,0.293329376,1.35E-33,AMY2A,0.226592032
115,4.30E-05,0.006076551,0.994347611,35946,1,0.112856315,1.25E-43,AMY2B,0.002461765
116,-0.021151638,0.006222638,0.000676657,38556,1,0.254822393,3.39E-44,ANG,3.169631169
117,-0.003937578,0.006666181,0.554738471,38621,1,1.211005111,0.480580013,ANGPT1,0.255911715
118,-0.011135194,0.006556193,0.089435739,39157,1,1.138820615,3.29E-32,ANGPT2,1.0484889
119,-0.019228744,0.006410766,0.002706462,38096,1,0.119280772,3.18E-19,ANGPTL1,2.567598102
120,-0.047221663,0.006302527,6.90E-14,38794,1,0.006798711,0.707782632,ANGPTL2,13.16108419
121,0.012087839,0.006091916,0.04723588,38686,1,0.181406415,0.479242103,ANGPTL3,1.325727986
122,-0.008821754,0.006411426,0.168847376,38863,1,2.206033354,2.04E-49,ANGPTL4,0.772505684
123,-0.048356556,0.006598839,2.38E-13,39157,1,0.332675824,8.82E-05,ANGPTL7,12.62334609
124,0.004457376,0.006136691,0.467630165,33663,1,0.183006095,0.040423754,ANK2,0.330097482
125,-0.003820723,0.006146116,0.534177347,33702,1,0.069462564,0.040627358,ANKMY2,0.272314533
126,0.001916995,0.006138355,0.754816066,33516,1,0.141603716,0.010177186,ANKRA2,0.122158865
127,-0.001612655,0.006539516,0.805217913,38061,1,2.153430635,2.32E-32,ANKRD54,0.094086572
128,-0.001270861,0.006174495,0.836929403,33861,1,0.074361001,0.71724907,ANP32C,0.077311174
129,-0.002347203,0.006697011,0.725976523,38756,1,1.342705345,2.18E-06,ANPEP,0.139077424
130,-0.017675852,0.005984429,0.003142661,33781,1,0.029007994,1.69E-32,ANXA1,2.502702525
131,-0.015864743,0.006384804,0.012967939,38047,1,0.181373143,1.18E-15,ANXA10,1.887129032
132,-0.000185466,0.006744512,0.978062073,38749,1,1.15554882,0.004967674,ANXA11,0.009633582
133,-0.018255697,0.005897494,0.001966438,33345,1,0.025424549,4.41E-56,ANXA2,2.706319643
134,-0.00704843,0.006792305,0.299412383,39057,1,1.73926691,0.001638897,ANXA3,0.523730243
135,-0.003008887,0.006684723,0.652630769,38503,1,0.566450839,0.143506325,ANXA4,0.185332454
136,5.40E-05,0.006541513,0.993414942,37990,1,1.408651627,0.072225992,ANXA5,0.002869312
137,-0.004450308,0.006650504,0.503392055,38166,1,0.440834377,0.033010566,AOC1,0.298093643
138,-0.024744959,0.006413384,0.000114349,38818,1,0.043744864,0.251775127,AOC3,3.941769253
139,-0.009539876,0.006170755,0.122118053,34627,1,0.037976878,4.23E-12,AP1G2,0.91322013
140,-0.016059935,0.006127344,0.008770447,33838,1,0.044863405,5.95E-06,AP2B1,2.056978292
141,-0.006374761,0.006175058,0.301919976,34650,1,0.138759291,5.87E-14,AP3B1,0.520108152
142,-0.002876317,0.006201513,0.642787604,34728,1,0.160298756,0.532202158,AP3S2,0.191932507
143,-0.032627335,0.006462734,4.47E-07,38703,1,0.576032122,1.12E-75,APBB1IP,6.349470508
144,-0.03660664,0.005051621,4.37E-13,34464,8,0.000845715,4.56E-71,APCS,12.35991614
145,-0.019466858,0.006656925,0.003454281,39026,1,1.75997841,2.27E-36,APEX1,2.461642347
146,-0.012009696,0.006424102,0.061564349,38687,1,0.299353738,3.58E-13,APLP1,1.210670709
147,0.06612488,0.005579807,2.46E-32,34773,2,0.018140208,1.15E-87,APOA1,31.60872905
148,0.023877832,0.005914484,5.42E-05,34757,1,0.008687845,2.28E-59,APOA2,4.265891726
149,0.037992671,0.006051808,3.47E-10,34773,1,0.047564308,1.45E-22,APOA4,9.459402755
150,-0.005650709,0.006240472,0.365210133,34757,1,0.09052809,0.699879274,APOB,0.437457181
151,0.01135694,0.006101818,0.062719149,33861,1,0.104176906,1.84E-12,APOBR,1.202599845
152,0.040377311,0.005683626,1.23E-12,34704,1,0.135079585,4.18E-112,APOC1,11.9086928
153,0.051462194,0.005515961,1.13E-20,33199,1,0.03153793,1.13E-136,APOD,19.94863342
154,-0.0245635,0.006134652,6.24E-05,34773,1,0.196274615,1.68E-05,APOE,4.204853572
155,0.053053273,0.005248404,5.47E-24,34757,2,0.00039908,1.38E-129,APOF,23.26200422
156,-0.009963768,0.006688345,0.136305744,38843,1,0.493794373,0.016237572,APOH,0.865485843
157,0.000387639,0.005888843,0.947516715,34757,2,0.002646957,7.72E-64,APOL1,0.02341312
158,0.043163256,0.006321298,8.72E-12,38753,1,0.001267536,7.42E-17,APOM,11.05930221
159,-0.01349012,0.006714079,0.044519818,38793,1,0.747331279,0.461240167,APP,1.351446621
160,0.006855811,0.006133542,0.263678627,33976,1,0.078532036,0.004610572,APPL2,0.578925071
161,0.002485559,0.00666441,0.709180197,38586,1,0.410196275,4.07E-05,APRT,0.1492434
162,6.55E-05,0.006168375,0.991523776,34147,1,0.075400043,0.002172482,ARAF,0.003696867
163,-0.049096548,0.00662159,1.24E-13,38703,1,1.153793741,2.43E-24,AREG,12.9049411
164,-0.006507502,0.006195239,0.293539899,34650,1,0.215083961,0.054504823,ARF6,0.53233286
165,-0.008551999,0.006205326,0.168159484,34740,1,0.075801608,0.9393796,ARFIP1,0.774278635
166,0.012680064,0.006675653,0.057512876,38568,1,0.531133323,1.29E-09,ARG1,1.240234913
167,-0.012087935,0.006192823,0.050954991,34627,1,0.048333438,0.104414314,ARG2,1.292813272
168,0.021384007,0.006594953,0.001185961,38061,1,0.437534737,0.441546859,ARHGAP1,2.925929647
169,-0.010914821,0.006578265,0.097078727,38061,1,0.505520456,1.00E-07,ARHGAP25,1.012875925
170,-0.015119224,0.00617388,0.014334261,34147,1,0.065134462,0.033220691,ARHGAP30,1.8436247
171,0.002217818,0.006126459,0.717349468,33976,1,0.115420531,5.64E-13,ARHGAP45,0.14426922
172,-0.010523158,0.006129942,0.086046624,33516,1,0.038490864,0.153108334,ARHGAP5,1.065266166
173,-0.013319252,0.006166648,0.030788389,34728,1,0.155492845,3.65E-14,ARHGEF1,1.511613039
174,-0.001093988,0.006178948,0.859469429,34740,1,0.089620076,2.23E-10,ARHGEF10,0.065769566
175,0.00150191,0.006727702,0.823347845,38749,1,1.052378496,2.17E-09,ARHGEF12,0.084416647
176,-0.016659676,0.006128246,0.006561096,33653,1,0.031781804,1.36E-23,ARHGEF5,2.183023624
177,0.001679696,0.006135655,0.784270893,33653,1,0.046944033,0.810549363,ARID3A,0.105533903
178,-0.008371316,0.00658662,0.203751402,38047,1,0.390264484,0.000839456,ARID4B,0.690899393
179,-0.000811544,0.006140678,0.894859624,33663,1,0.075350638,0.001750715,ARL13B,0.048245087
180,-0.005741862,0.006152117,0.350664061,33663,1,0.167124036,0.000384826,ARL2BP,0.455108742
181,-0.00406549,0.006142669,0.508075603,33653,1,0.037772699,0.108036338,ARMCX2,0.294071659
182,-0.013123345,0.006620699,0.047467494,38166,1,0.961821897,0.006212836,ARNT,1.323603698
183,-0.004490673,0.006137666,0.464382339,33663,1,0.052581136,0.145977127,ARNTL,0.333124305
184,-0.034948085,0.006483897,7.09E-08,38843,1,0.153405494,5.74E-08,ARSA,7.149508154
185,-0.022637246,0.00660736,0.000613029,38703,1,1.392807708,5.10E-05,ARSB,3.212518984
186,-0.010961092,0.005890203,0.06276556,38818,1,0.037114038,7.18E-13,ART3,1.202278594
187,-0.010215263,0.006153358,0.096901235,33653,1,0.036165564,0.032813008,ART5,1.013670686
188,-0.009601756,0.006649474,0.14875081,38166,1,1.492303842,0.003972142,ARTN,0.827540662
189,-0.016801034,0.006083074,0.005749097,34453,1,0.062257913,2.61E-28,ASAH1,2.240400392
190,-0.024336813,0.006353124,0.00012799,38586,1,0.030287624,4.16E-05,ASAH2,3.892825304
191,-0.058347159,0.005879171,3.48E-23,38586,1,0.156287224,1.51E-38,ASGR1,22.45882919
192,-0.030479889,0.005973993,3.38E-07,34757,2,0.00177673,1.30E-14,ASGR2,6.471497378
193,0.025006988,0.006012246,3.20E-05,34781,1,0.105094698,5.01E-34,ASPN,4.494943344
194,-0.004054581,0.006148445,0.509612366,34740,1,0.52212263,2.75E-34,ASPSCR1,0.292760042
195,-0.004162841,0.006123583,0.496632684,33861,1,0.105614966,3.22E-16,ASRGL1,0.303964702
196,-0.009799195,0.00572497,0.086968802,33663,2,0.001830996,4.01E-140,ASS1,1.060636514
197,-0.015449771,0.006615546,0.019529095,38047,1,0.413724411,0.163263786,ATF2,1.709317873
198,-0.006673303,0.006141288,0.277208516,33516,1,0.173068297,0.122334578,ATF4,0.557193432
199,-0.007776512,0.006184626,0.208619413,34650,1,0.167040374,2.11E-13,ATG16L1,0.680645282
200,-0.006978346,0.006518729,0.284397913,38061,1,0.515030007,2.01E-19,ATG4A,0.546073594
201,-0.014324648,0.006753052,0.033910332,38977,1,0.417011927,9.57E-10,ATOX1,1.469667953
202,0.004735048,0.00611642,0.438845412,33663,1,0.093709907,2.71E-10,ATP1B1,0.357688438
203,-0.001878681,0.006126743,0.759122158,33663,1,0.323890022,0.003083943,ATP1B2,0.119688332
204,-0.014161366,0.00614691,0.02123888,33663,1,0.290529081,0.23287625,ATP1B3,1.672868384
205,-0.010265356,0.006146135,0.094886503,33516,1,0.054437528,0.028951325,ATP1B4,1.022795557
206,-0.011111658,0.006127981,0.069799739,33663,1,0.072640134,0.434574231,ATP2B4,1.156146204
207,-0.008510211,0.006154045,0.166715586,33663,1,0.16367304,0.955121292,ATP5F1D,0.778023796
208,-0.001569751,0.006762982,0.816454355,38927,1,1.169667109,0.991870814,ATP5IF1,0.08806809
209,0.000423677,0.006606414,0.948866132,38047,1,0.479233872,0.842255356,ATP5PO,0.022795055
210,-0.012604751,0.006515361,0.053044279,38061,1,0.113240437,2.23E-18,ATP6AP2,1.275361451
211,0.007792006,0.006731434,0.247052803,38703,1,1.163290628,0.017677216,ATP6V1D,0.607210214
212,-0.010777699,0.006582378,0.101564326,37979,1,0.678717011,0.001335443,ATP6V1F,0.993258808
213,-0.011382787,0.006124081,0.063079335,33861,1,0.080646298,7.38E-18,ATP6V1G1,1.200112892
214,-0.007309852,0.006136432,0.233574927,33663,1,0.116271197,0.003941615,ATP6V1G2,0.631573778
215,-0.018391049,0.005985996,0.002125486,34650,1,0.033826432,6.03E-15,ATRAID,2.672541808
216,-0.005112085,0.005986206,0.393123393,34773,1,0.015622917,0.000610892,ATRN,0.405471112
217,-0.002675311,0.00660991,0.68566917,38047,1,0.303266292,0.61604701,ATXN10,0.163885378
218,-0.000426567,0.006131848,0.944539697,33653,1,0.115753505,6.52E-08,ATXN2,0.024779785
219,-0.010889953,0.006206146,0.079318683,34740,1,0.426181426,3.35E-05,ATXN2L,1.100624507
220,-0.003683088,0.006138338,0.548500913,34728,1,0.061723213,8.18E-31,ATXN3,0.260822645
221,0.001741657,0.00671454,0.795338867,38749,1,1.196462795,0.726057332,AXIN1,0.099447794
222,-0.003630354,0.006599323,0.582247021,38818,1,2.070609846,7.19E-05,AXL,0.234892724
223,-0.003311452,0.006175563,0.591810884,34740,1,0.23983805,2.23E-08,AZI2,0.227817052
224,-0.012966314,0.006385503,0.042304041,37405,1,0.32974784,9.25E-53,AZU1,1.373618143
225,-0.033501962,0.005702237,4.26E-09,34773,3,0.017832158,2.63E-94,B2M,8.370493936
226,-0.001134679,0.006146554,0.853540685,33663,1,0.041894178,0.018608491,B3GAT3,0.068775773
227,0.007860284,0.005915159,0.183910642,33861,1,0.029199446,2.22E-21,B3GNT7,0.735393139
228,-0.034052667,0.006530883,1.86E-07,38927,1,0.404327806,0.405649738,B4GALT1,6.731290307
229,-0.001734472,0.00648375,0.789077516,38843,1,0.201460062,3.85E-09,B4GAT1,0.102880331
230,-0.011261494,0.006148704,0.067031316,33702,1,0.159435392,0.531128884,BABAM1,1.173722253
231,-0.004160054,0.006710511,0.535306896,38749,1,0.610024942,9.97E-19,BACH1,0.271397161
232,0.081803568,0.006498385,2.89E-36,38519,1,0.234190075,0.051972831,BAG3,35.53948077
233,-0.020634796,0.006063598,0.000667128,33702,1,0.18551172,3.22E-53,BAG4,3.175790605
234,0.02678949,0.006553815,4.37E-05,38118,1,0.852055223,1.53E-18,BAG6,4.359798445
235,-0.057198215,0.006250719,5.93E-20,38061,1,0.390501058,1.89E-07,BAIAP2,19.22683771
236,-0.016483667,0.006434782,0.010421414,38061,1,0.428810851,2.29E-07,BAMBI,1.982073351
237,0.001496364,0.006708963,0.823505889,38749,1,0.324691514,0.00014821,BANK1,0.084333291
238,-0.01990759,0.005976573,0.000866444,34728,1,0.385106132,2.18E-58,BAP18,3.06225969
239,-0.016298661,0.00617,0.008255385,33838,1,0.057337467,3.24E-08,BATF,2.083262671
240,-0.01520167,0.00658048,0.020887093,37991,1,0.313722034,9.47E-06,BAX,1.680121991
241,-0.006994454,0.006616833,0.290486343,38843,1,0.148056187,0.000411273,BCAM,0.536874281
242,0.002533414,0.006212468,0.683426399,38586,1,0.058778923,1.24E-27,BCAN,0.165308249
243,0.001761846,0.006081028,0.772025852,34781,1,0.013744875,1.21E-34,BCAT1,0.112368156
244,0.000567779,0.006125041,0.926143982,33653,1,0.229051986,6.53E-06,BCAT2,0.033321491
245,-0.008471892,0.005786392,0.143174149,34100,1,0.010710694,3.66E-36,BCHE,0.84413539
246,-0.004154365,0.006022933,0.490351156,34650,1,0.006147542,2.01E-19,BCL2,0.309492797
247,-0.001640906,0.006207714,0.791524646,34728,1,0.095999043,0.014730663,BCL2L1,0.101535558
248,-0.015078588,0.006629308,0.02293933,38749,1,0.823686117,0.459542184,BCL2L11,1.639419267
249,-0.018228775,0.006063829,0.00264774,33702,1,0.063042453,3.57E-40,BCL2L15,2.577124642
250,-0.00860451,0.006143244,0.161329216,33516,1,0.156512474,0.166106363,BCL7A,0.792286976
251,-0.013297168,0.006215123,0.032403317,34627,1,0.089295966,0.571705849,BCL7B,1.489410528
252,-0.007466149,0.006690388,0.264449808,38749,1,0.93623006,1.37E-05,BCR,0.577656744
253,-0.011546182,0.006163246,0.061022527,34793,1,0.147571027,0.092160059,BDNF,1.214509811
254,-0.006105121,0.006073183,0.314779426,33861,1,0.012284263,9.90E-35,BECN1,0.501993661
255,-0.008046184,0.006136788,0.189819651,33516,1,0.060962209,0.306748721,BEX3,0.721658831
256,-0.012624255,0.005908367,0.032631467,34793,1,0.01387265,1.23E-102,BGLAP,1.486363404
257,0.00610868,0.006463939,0.344644487,37995,1,0.599325237,4.89E-07,BGN,0.462628664
258,-0.010913583,0.006144545,0.075718584,33653,1,0.298020332,0.31894474,BHLHE40,1.120797517
259,-0.005724599,0.00616156,0.352852918,33663,1,0.146826039,0.049478402,BHMT2,0.452406287
260,-0.017737029,0.006655464,0.007701278,38749,1,1.063422762,2.41E-07,BID,2.113437195
261,0.004346773,0.006755723,0.519954846,38843,1,1.360919583,0.531427858,BIN2,0.28403437
262,0.00187552,0.006627428,0.777183236,38061,1,0.441995372,0.0738078,BIRC2,0.109476576
263,0.042965606,0.006690181,1.36E-10,39121,1,1.123287557,2.04E-16,BLMH,9.86688657
264,-0.010938923,0.006038221,0.070054816,33702,1,0.213944764,5.48E-23,BLNK,1.154562004
265,-0.014711824,0.006140107,0.016579586,33653,1,0.095191986,0.082480924,BLOC1S2,1.780426327
266,0.004432196,0.006198997,0.474622512,34728,1,0.138037167,0.395295448,BLOC1S3,0.323651666
267,-0.011666986,0.006633692,0.078628361,38843,1,1.171576265,9.47E-46,BLVRB,1.104420775
268,0.020535854,0.005746915,0.000352904,33976,1,0.001561068,4.67E-37,BMP10,3.4523437
269,0.040662265,0.006513123,4.33E-10,38519,1,0.091522696,3.56E-17,BMP4,9.363142147
270,0.02116849,0.006532128,0.001193505,38053,1,0.748241966,0.00033322,BMP6,2.923175904
271,-0.05435739,0.006007468,1.53E-19,33976,1,0.027135394,1.72E-07,BMPER,18.81609641
272,0.000420869,0.006231002,0.946148795,34781,1,0.286146812,0.521553085,BNIP2,0.024040559
273,-0.016064262,0.006029883,0.00772294,33702,1,0.196956574,1.80E-57,BNIP3L,2.11221732
274,0.011573768,0.006321748,0.067140304,38118,1,0.150367447,1.23E-13,BOC,1.173016698
275,-0.025018767,0.006052576,3.58E-05,33653,1,0.090932322,9.01E-50,BOLA1,4.446079205
276,-0.001373821,0.006051311,0.820402903,33861,1,0.057784772,3.54E-62,BOLA2_BOLA2B,0.085972811
