coding,beta,se,pvalue,n,outlier_count,outlier_pvalue,heteroscedasticity_pvalue,protein,#NAME?
866,-0.002255916,0.006620316,0.733288698,38118,1,0.452914227,0.194823831,DUOX2,0.134725008
867,0.031695538,0.006073326,1.81E-07,34627,1,0.303821717,2.89E-06,DUSP13,6.742050162
868,0.032653263,0.00601785,5.80E-08,33838,1,0.042953863,9.99E-63,DUSP29,7.23654138
869,-0.003983822,0.006599081,0.546051125,38047,1,0.95065349,0.000699355,DUSP3,0.262766693
870,0.000706541,0.00659269,0.914654356,38047,1,0.903852717,7.32E-08,DUT,0.038742993
1056,0.016544911,0.006724359,0.013880844,38735,1,0.819720376,1.56E-07,FIS1,1.85758414
1057,-0.003705269,0.00618928,0.549404065,34740,1,0.079235041,6.36E-06,FKBP14,0.260108131
1058,0.005807138,0.006825046,0.394854012,38958,1,0.914418062,0.131909099,FKBP1B,0.403563445
1059,-0.011402728,0.006659108,0.086840081,38586,1,0.63098228,6.32E-17,FKBP4,1.061279779
1060,-0.008001678,0.006710662,0.233118502,38586,1,1.475144642,0.007066668,FKBP5,0.632423256
1061,0.002697567,0.006597703,0.682641304,37979,1,0.908187644,0.346470905,FKBP7,0.165807438
1062,-0.003664241,0.006183746,0.553479499,34650,1,0.05904515,2.40E-14,FKBPL,0.256898461
1063,-0.01066406,0.006561071,0.104095533,38061,1,0.426052624,0.556462478,FLI1,0.982567909
1064,-0.030158647,0.006553926,4.21E-06,38586,1,1.177470612,0.004217886,FLRT2,5.376171597
1065,0.02148584,0.006580479,0.001095256,38636,1,0.427970666,0.000326126,FLT1,2.960484388
1066,0.01449142,0.00645973,0.024880135,38061,1,0.136369666,6.67E-19,FLT3,1.604147275
1067,-0.041899989,0.006522396,1.34E-10,39166,1,0.062505672,0.010195452,FLT3LG,9.872106581
1068,-0.031969072,0.006497792,8.69E-07,38977,1,0.305112287,0.004512883,FLT4,6.060974378
1069,-0.00981946,0.006435521,0.127062494,38047,1,0.334161641,3.91E-33,FMNL1,0.895982623
1070,0.005700647,0.006597762,0.387578304,38061,1,0.789654524,0.149017743,FMR1,0.411640543
1071,-0.026584048,0.005919903,7.12E-06,34773,2,0.00347685,1.19E-15,FN1,5.147253814
1072,-0.003200736,0.00601518,0.594653351,34728,1,0.035469392,7.61E-07,FNDC1,0.225736129
1073,0.002560848,0.006155503,0.677393638,34627,1,0.050588448,2.22E-32,FNTA,0.169158886
1074,-0.028151845,0.006119102,4.23E-06,33702,1,0.027528944,9.30E-17,FOLH1,5.373960329
1075,-0.05109644,0.006203981,1.83E-16,38856,1,0.069032423,4.65E-08,FOLR1,15.73646365
1076,-0.05270277,0.006344173,1.01E-16,39130,1,0.122243377,0.195209127,FOLR2,15.99551104
1077,-0.032596012,0.00663807,9.12E-07,38913,1,0.564578355,1.32E-170,FOLR3,6.039869657
1078,0.014315939,0.006130631,0.019541492,33452,1,0.047544576,0.007787742,FOS,1.709042286
1079,-0.004446422,0.00661589,0.501535487,38047,1,0.498133572,0.0007201,FOSB,0.299698332
1080,-0.008211665,0.006096974,0.178039925,33702,1,0.059538359,0.000407544,FOXJ3,0.749482598
1081,-0.004377334,0.006739708,0.516029291,38749,1,0.45743372,0.103077463,FOXO1,0.287325646
1082,-0.008038564,0.006567411,0.220956777,38061,1,0.411644369,7.77E-05,FOXO3,0.655692673
1083,0.011249085,0.006130154,0.066508429,33663,1,0.017050939,0.238912578,FRMD4B,1.177123312
1084,-0.005620112,0.006137801,0.359854061,33838,1,0.373182628,3.67E-05,FRMD7,0.443873592
1085,0.000569117,0.006318832,0.928234602,38457,1,0.174043137,2.60E-11,FRZB,0.032342246
1086,-0.005440989,0.004418423,0.218169805,33861,10,3.42E-05,9.18788934170839e-311,FSHB,0.661205357
1087,0.031877669,0.006566349,1.21E-06,38863,1,0.434853646,1.73E-54,FST,5.917087209
1088,-0.037685471,0.006029656,4.15E-10,33861,1,0.090632455,4.61E-20,FSTL1,9.381653842
1089,-0.061287807,0.005773709,2.76E-26,38677,1,0.02616035,1.11E-19,FSTL3,25.55920772
1090,-0.048560864,0.005673499,1.18E-17,34659,3,0.000993059,1.97E-94,FTCD,16.92732952
1091,-0.016627689,0.006694176,0.012999257,38988,1,0.577462574,0.311448428,FUCA1,1.88608147
1092,-0.04934577,0.005633501,2.05E-18,33976,2,0.007458795,1.04E-48,FUOM,17.68759986
1093,-0.051535703,0.005959716,5.47E-18,38977,2,0.007255152,3.09E-08,FURIN,17.26210949
1094,-0.0316962,0.006463649,9.44E-07,37995,1,0.292632418,6.49E-24,FUS,6.025000054
1095,0.005441027,0.006168311,0.377732471,34079,1,0.144279583,1.19E-06,FUT1,0.42281568
1096,-0.021381207,0.006308861,0.000701978,39130,1,1.102358655,0.400410906,FUT3_FUT5,3.153676429
1097,-0.004705835,0.006678315,0.481035996,38586,1,0.855289052,0.020648089,FUT8,0.317822424
1098,-0.009417613,0.006830616,0.16798419,39157,1,1.841078301,0.079232757,FXN,0.774731591
1099,-0.002968739,0.006632666,0.654449055,38166,1,0.601059214,0.925134203,FXYD5,0.184124155
1100,-0.003958686,0.006697784,0.55449428,38773,1,0.9279801,0.675850842,FYB1,0.25610293
1101,-0.005073215,0.006151468,0.409538623,33838,1,0.067830097,0.069669346,FZD10,0.387705135
1102,-0.013362765,0.006136757,0.029450503,33653,1,0.162414059,0.009621196,FZD8,1.530907283
1103,-0.013160236,0.00618004,0.033222086,34627,1,0.450712319,1.32E-22,GABARAP,1.4785731
1104,-0.01302666,0.006181477,0.035092769,34147,1,0.096858066,0.139189546,GABARAPL1,1.454782364
1105,0.004985453,0.006165351,0.418737027,33653,1,0.040662845,0.134287465,GABRA4,0.378058635
1106,-0.004576169,0.006165499,0.457958067,33516,1,0.062804318,0.001042886,GAD1,0.339174286
1107,-0.007272529,0.006131061,0.235560417,33702,1,0.085530689,0.003872257,GAD2,0.627897685
1108,-0.006125887,0.006194409,0.3227005,34147,1,0.068972925,0.4922578,GADD45B,0.491200361
1109,-0.009765045,0.006110464,0.110033246,33861,1,0.115701851,3.41E-08,GADD45GIP1,0.958476073
1110,-0.007179818,0.006133468,0.241769176,33516,1,0.045104419,0.638077474,GAGE2A,0.616599069
1111,-0.018435414,0.00639237,0.003929092,38927,1,0.597808192,0.002883931,GAL,2.405707803
1112,-0.028842103,0.006432841,7.36E-06,38703,1,0.568247014,1.15E-08,GALNT10,5.133035933
1113,0.034808366,0.006638726,1.59E-07,39157,1,0.595932397,0.036766507,GALNT2,6.799676203
1114,-0.015517036,0.00657258,0.018236913,38166,1,1.613594386,2.80E-06,GALNT3,1.739048682
1115,-0.014772747,0.00598059,0.013511706,34781,1,0.00948792,1.09E-12,GALNT5,1.869289822
1116,0.016775538,0.006650248,0.011654938,38703,1,0.599542051,0.390247199,GALNT7,1.933490016
1117,0.002586442,0.006130981,0.673126727,33663,1,0.102859958,0.105872038,GAMT,0.171903165
1118,-0.0141881,0.006003936,0.01812688,33232,1,0.096134187,2.31E-51,GAPDH,1.74167695
1119,0.006359798,0.006150907,0.301161536,34740,1,0.587886505,1.07E-18,GART,0.521200496
1120,-0.0214479,0.006098511,0.000437173,34147,1,0.029346692,8.89E-28,GAS2,3.359347035
1121,-0.005156728,0.00655125,0.431206701,38860,1,2.196301904,0.796221225,GAS6,0.365314499
1122,-0.005660658,0.00598702,0.34441633,33663,1,0.08923499,8.34E-06,GASK1A,0.462916265
1123,-0.024429028,0.005924151,3.74E-05,34728,1,0.021737609,2.09E-52,GAST,4.427350134
1124,0.000874666,0.006151247,0.886928164,33516,1,0.049626672,0.584713077,GATA3,0.052111554
1125,-0.006995675,0.006096759,0.251207266,33861,1,0.031311711,1.80E-17,GATD3,0.599967802
1126,-0.013233866,0.006123749,0.03069673,33838,1,0.098075658,1.95E-05,GBA,1.512907889
1127,-0.025524113,0.006073557,2.65E-05,34664,1,0.10088611,3.16E-10,GBP1,4.577335304
1128,-0.012454038,0.006603735,0.059314911,38166,1,0.459986875,0.093361078,GBP2,1.226836116
1129,-0.011031978,0.006580797,0.093670176,38047,1,0.380652099,0.000355335,GBP4,1.028398664
1130,-0.009793993,0.006154313,0.111528315,33663,1,0.058657147,0.017434326,GBP6,0.95261486
1131,0.00264871,0.00615555,0.666982863,34773,1,0.100004863,4.58E-10,GC,0.175885324
1132,-0.005672262,0.006173386,0.358193496,34728,1,0.14792245,0.003247672,GCC1,0.445882304
1133,-0.054931361,0.006470724,2.15E-17,38061,1,0.168656757,7.62E-08,GCG,16.66664127
1134,-0.030611554,0.005611096,4.92E-08,33145,3,0.001279478,5.01E-162,GCHFR,7.308269293
1135,-0.013327451,0.006106584,0.02908157,33663,1,0.085732626,4.54E-25,GCLM,1.536382156
1136,-0.025426241,0.006454347,8.18E-05,38703,1,0.2104638,1.80E-10,GCNT1,4.087089584
1137,-0.059556319,0.005313408,4.09E-29,39121,1,0.043242178,1.90E-49,GDF15,28.3877965
1138,0.00774173,0.00618832,0.210933702,38687,1,0.022448357,2.82E-27,GDF2,0.675854024
1139,-0.03937704,0.006305475,4.29E-10,38047,1,0.032775316,1.59E-19,GDNF,9.36799385
1140,-0.014289233,0.006215003,0.021502235,34781,1,0.41107553,3.22E-13,GET3,1.667516397
1141,-0.02991924,0.005990895,5.94E-07,37997,1,0.057745755,0.010182089,GFAP,6.226456461
1142,-0.018051431,0.006472839,0.005293058,38061,1,0.16005079,1.52E-38,GFER,2.27629331
1143,0.003917537,0.006598091,0.552690922,38061,1,0.402851414,1.91E-09,GFOD2,0.257517669
1144,-0.089292394,0.006113073,3.41E-48,39096,2,0.016858369,0.000134513,GFRA1,47.46762242
1145,-0.020005937,0.006651452,0.002633544,38703,1,0.909860211,0.839276482,GFRA2,2.579459347
1146,-0.022816173,0.006319036,0.000305755,38455,1,1.106509502,3.42E-12,GFRA3,3.514626993
1147,-0.025876321,0.005840828,9.44E-06,33701,1,0.448942776,3.77E-79,GFRAL,5.024931766
1148,-0.00086519,0.006595664,0.895637121,38047,1,0.776013964,0.225300759,GGA1,0.047867915
1149,-0.007106313,0.006208171,0.252353315,34781,1,0.063697806,7.30E-17,GGACT,0.597990986
1150,-0.007699761,0.006184443,0.213132434,34713,1,0.063977218,7.97E-17,GGCT,0.671350455
1151,-0.065040389,0.00599213,2.09E-27,38128,1,0.153730076,6.31E-40,GGH,26.68053342
1152,-0.050545081,0.005773556,2.13E-18,38773,1,0.002414056,1.05E-63,GGT1,17.6716881
1153,-0.012487292,0.006494468,0.054517766,38586,1,0.484426248,0.001940184,GGT5,1.263461947
1154,0.015001677,0.006198208,0.015511226,38626,1,1.378068803,4.06E-131,GH1,1.809353862
1155,-0.006592923,0.006589668,0.317077884,38061,1,0.138673986,8.38E-11,GH2,0.498834048
1156,-0.009554104,0.005517093,0.083331075,33976,1,0.158026494,5.73E-88,GHR,1.079193014
1157,-0.001965649,0.00661601,0.766388081,38047,1,0.51396686,0.056596975,GHRHR,0.115551258
1158,0.009357861,0.006075825,0.12352484,38687,1,0.041885733,1.76E-07,GHRL,0.908245701
1159,-0.013763804,0.006241163,0.027437701,34740,1,0.093567906,0.630385116,GID8,1.561652274
1160,-0.001135139,0.006187083,0.854430955,34740,1,0.054451986,3.16E-24,GIGYF2,0.068323026
1161,0.035448097,0.006045377,4.57E-09,33976,2,0.015111063,2.41E-25,GIMAP7,8.340149689
1162,-0.021476239,0.006044938,0.00038173,33516,1,0.055489445,1.40E-37,GIMAP8,3.418243747
1163,-0.01675824,0.005862252,0.004256818,33861,1,0.036724768,5.77E-09,GIP,2.370914878
1164,-0.011582756,0.005886323,0.049105869,34728,1,0.086789434,9.11E-63,GIPC2,1.308866595
1165,0.003718896,0.006203252,0.54883841,34650,1,0.092879195,0.088048752,GIPC3,0.260555502
1166,-0.009829606,0.006156952,0.110385432,33702,1,0.132886052,0.460548469,GIPR,0.957088236
1167,-0.000520575,0.006102448,0.932018615,33702,1,0.095183188,2.86E-18,GIT1,0.030575413
1168,-0.005564293,0.006110021,0.362468929,33516,1,0.051820897,0.690369469,GJA8,0.440729215
1169,-0.001013285,0.006443147,0.875036404,37742,1,0.204519675,0.632281701,GKN1,0.057973879
1170,-0.016730951,0.005632801,0.002977446,33907,3,0.001611158,7.92E-86,GLA,2.52615604
1171,-0.031161886,0.006414855,1.19E-06,38586,1,0.786384081,4.79E-19,GLB1,5.923794592
1172,-0.013642582,0.006138829,0.026266755,33702,1,0.097345012,0.576777009,GLI2,1.580593575
1174,-0.022400702,0.006455493,0.000520991,38118,1,0.288554877,1.53E-33,GLO1,3.283169614
1175,-0.011090658,0.006683812,0.097057145,38671,1,1.068834114,1.71E-22,GLOD4,1.012972488
1176,-0.000574277,0.006137106,0.925447643,33653,1,0.089115281,1.39E-06,GLP1R,0.033648146
1177,-0.011559353,0.006601994,0.079973128,38501,1,0.398800825,1.59E-18,GLRX,1.097055918
1178,-0.004136613,0.006124386,0.499405222,33976,1,0.092927827,2.65E-07,GLRX5,0.301546921
1179,0.006307625,0.006617989,0.340543944,38047,1,0.524678713,0.027676115,GLT8D2,0.467826838
1180,-0.012814539,0.006172031,0.037880299,34627,1,0.062600649,1.69E-28,GLYR1,1.421586606
1181,-0.032004523,0.005636078,1.37E-08,33918,2,0.014558298,3.81E-55,GM2A,7.863334757
1182,-0.01042895,0.006206224,0.092888167,34781,1,0.12764971,3.95E-05,GMFG,1.032039605
1183,-0.005333563,0.006747387,0.429261926,39166,1,0.407655532,3.93E-07,GMPR,0.36727763
1184,-0.004849338,0.006111984,0.427541785,33976,1,0.401860285,1.01E-18,GMPR2,0.369021434
1185,-0.015577796,0.006121144,0.010934698,34740,1,0.096870106,2.49E-49,GNAS,1.961193212
1186,-0.003899961,0.006581994,0.553506223,38061,1,0.35807591,0.015026408,GNE,0.256877492
1187,-0.001523698,0.006125055,0.803544278,33838,1,0.111688538,0.000307704,GNGT1,0.094990187
1188,0.008715127,0.006612579,0.187524205,38843,1,0.141974655,0.30269605,GNLY,0.726942668
1189,0.011443902,0.006103328,0.060797679,33861,1,0.104882179,8.23E-35,GNPDA1,1.216113002
1190,0.047271764,0.00609107,8.67E-15,33976,1,0.247192522,3.54E-40,GNPDA2,14.06182209
1191,-0.003757084,0.006165782,0.542300278,34740,1,0.358128611,1.56E-21,GOLGA3,0.265760173
1192,-0.030737307,0.006439125,1.82E-06,39130,1,0.161601697,1.43E-05,GOLM2,5.740680101
1193,0.001407611,0.006739227,0.834552133,38749,1,0.836814329,0.318239583,GOPC,0.078546529
1194,-0.006887173,0.006170206,0.264345065,34650,1,0.060218135,8.65E-11,GORASP2,0.577828793
1195,0.042940393,0.006031453,1.10E-12,34793,1,0.101946567,5.27E-40,GOT1,11.95668576
1196,0.012028783,0.00663367,0.069794537,38499,1,1.156282914,4.44E-11,GP1BA,1.156178567
1197,0.010296709,0.006117446,0.092351227,33663,1,0.116132914,3.98E-07,GP1BB,1.034557331
1198,0.006815414,0.006170811,0.269400663,37595,1,2.487355836,1.58E-162,GP2,0.56960134
1199,0.002506373,0.006105237,0.681420968,33976,1,0.086504475,4.30E-14,GP5,0.166584507
1200,-0.002154549,0.006757822,0.749862516,38773,1,0.62354725,0.414939976,GP6,0.125018356
1201,-0.002928454,0.006640302,0.659206621,38703,1,1.957729575,0.472036595,GPA33,0.180978439
1202,0.040669067,0.006573884,6.21E-10,39157,1,0.469392083,7.64E-05,GPC1,9.206639614
1203,0.00962496,0.006599414,0.144722823,38586,1,1.08581026,0.033445338,GPC5,0.839462973
1204,-0.025673168,0.005598273,4.54E-06,34627,4,0.002456538,8.22E-115,GPD1,5.343329189
1205,-0.031841683,0.005972797,9.82E-08,34650,1,0.15107867,3.42E-143,GPHA2,7.007797417
1206,-0.006879874,0.00615741,0.263859953,34757,1,0.059841223,1.68E-28,GPI,0.578626519
1207,0.0208546,0.006167129,0.000721516,34650,1,0.137347589,0.000161412,GPIHBP1,3.141753843
1208,-0.018796079,0.00641093,0.003371172,38047,1,0.401281535,3.19E-09,GPKOW,2.472219042
1209,0.026470314,0.006390001,3.44E-05,37686,1,0.530253149,0.001018194,GPNMB,4.462998832
1210,-0.00112071,0.006138302,0.85513133,33653,1,0.055495411,0.469330196,GPR101,0.067967182
1211,-0.022482094,0.006006362,0.000182095,34740,1,0.07270409,1.00E-58,GPR158,3.739700948
1212,0.026935899,0.005831983,3.88E-06,34650,2,0.006246383,1.35E-69,GPR15L,5.411584037
1213,-0.035192338,0.00625678,1.87E-08,38118,1,0.435991049,8.35E-05,GPR37,7.727785847
1214,-0.0436422,0.006133675,1.14E-12,34627,1,0.086265422,5.10E-08,GPRC5C,11.94333724
1215,-0.006781935,0.006727388,0.313408833,38687,1,0.576151004,0.181284195,GRAP2,0.503888768
1216,-0.017916766,0.006129367,0.00346786,34781,1,0.428189511,5.97E-29,GRHPR,2.459938463
1217,0.01918497,0.006188858,0.001937272,34740,1,0.177000211,1.54E-06,GRIK2,2.712809371
1218,-0.01261937,0.006137762,0.039788152,33653,1,0.067384346,0.129874311,GRIN2B,1.400246232
1219,0.00090085,0.006628023,0.891888961,38118,1,0.387739368,0.882035212,GRK5,0.049689211
1220,-0.028142642,0.006504518,1.52E-05,38655,1,0.8481432,0.000315542,GRN,4.818763909
1221,-0.004444787,0.006076032,0.464461827,33861,1,0.183659777,0.000345225,GRP,0.333049974
1222,-0.034452242,0.006552051,1.46E-07,38703,1,0.71199325,7.33E-38,GRPEL1,6.835011778
1223,-0.007435169,0.006087818,0.221973841,33335,1,0.247075014,0.001992104,GRSF1,0.653698203
1224,0.003769118,0.006596369,0.567736737,38061,1,0.330121946,0.00014321,GSAP,0.245853003
1225,0.076199717,0.006016811,1.12E-36,34624,1,0.01364071,2.26E-24,GSN,35.9498412
1226,0.054061419,0.006019065,2.80E-19,34554,2,0.021008807,1.69E-27,GSR,18.55317577
1227,-0.059778324,0.006085917,9.59E-23,38687,1,1.177833228,8.52E-33,GSTA1,22.01831645
1228,-0.046803585,0.006128228,2.27E-14,38061,1,0.007605377,1.15E-12,GSTA3,13.64421949
1229,-0.001403691,0.006135832,0.819049485,33663,1,0.190208909,1.79E-08,GSTM4,0.086689858
1230,0.008323943,0.006575307,0.205542404,37882,1,0.440467188,0.811523504,GSTP1,0.687098568
1231,-0.005034296,0.006205686,0.417233814,34728,1,0.261197741,0.395929688,GSTT2B,0.379620502
1232,-0.004283023,0.006174332,0.487886375,34147,1,0.167170355,0.22884278,GTF2IRD1,0.31168131
1233,0.004308548,0.006128856,0.482064462,33838,1,0.064380862,0.015544635,GTPBP2,0.316894884
1234,0.003537835,0.006375799,0.57897658,38636,1,0.043940116,0.560438604,GUCA2A,0.237339003
1235,-0.00464706,0.006166763,0.451115315,34147,1,0.097703775,0.641195996,GUCY2C,0.345712428
1236,-0.001027386,0.006138947,0.867091354,33663,1,0.0580217,0.000315341,GUK1,0.061935144
1237,-0.046572615,0.005936943,4.46E-15,38926,1,0.011401103,4.34E-07,GUSB,14.35108632
1238,-5.35E-05,0.006592095,0.993521651,38118,1,0.240254121,0.027542339,GYS1,0.002822664
1239,-0.008834708,0.006612441,0.181532993,39166,1,0.401197429,0.06777425,GZMA,0.741044432
1240,0.034053358,0.00656872,2.18E-07,38749,1,0.268873554,5.97E-07,GZMB,6.661409109
1241,0.015777361,0.006335918,0.012773285,38118,1,0.314074039,1.64E-19,GZMH,1.893697383
1242,-0.016243358,0.006141822,0.008179832,33516,1,0.068917957,0.034859774,H2AP,2.08725561
1243,0.003147875,0.006158948,0.60928021,33663,1,0.056481218,0.726642889,HADH,0.215182928
1244,0.003784528,0.006631956,0.568239898,39036,1,0.979777564,4.42E-68,HAGH,0.245468276
1245,-0.053491612,0.006414576,7.73E-17,39157,1,2.160070853,1.34E-101,HAO1,16.11187659
1246,-0.00495129,0.0067631,0.464109723,38843,1,0.689689961,0.041712409,HARS1,0.333379333
1247,-0.050230991,0.005938647,2.81E-17,39097,3,0.020959423,0.39835243,HAVCR1,16.55202847
1248,-0.040102058,0.006165681,7.91E-11,38843,1,0.101129771,0.351098173,HAVCR2,10.10171304
1249,0.00181482,0.006716536,0.787006437,39036,1,0.584282866,0.033476854,HBEGF,0.104021716
1250,0.010067131,0.006736076,0.135050514,39157,1,1.939593306,6.62E-09,HBQ1,0.869503759
1251,0.001130003,0.00620964,0.855602952,34781,1,0.076848098,0.028639284,HBZ,0.067727726
1252,0.001362263,0.00612855,0.824096121,33663,1,0.130021089,0.003841957,HCG22,0.08402213
1253,-0.015781783,0.006834864,0.020948086,39166,1,1.17017562,6.45E-09,HCLS1,1.678855661
1254,0.005793584,0.006130768,0.344664979,33702,1,0.070926488,0.005230408,HDAC8,0.462602843
1255,0.000663504,0.006131516,0.913828078,33653,1,0.044263219,0.276285879,HDAC9,0.039135502
1256,0.006763692,0.005491008,0.218041106,34728,1,0.002514365,5.62E-183,HDDC2,0.661461624
1908,-0.044626953,0.006651253,1.98E-11,38977,1,0.570905987,2.99E-18,NT5C3A,10.70358767
1910,0.051019644,0.0065756,8.77E-15,38749,1,0.461742655,1.26E-10,NTF3,14.05680765
1911,0.003898409,0.006550766,0.551775275,38061,1,0.375494857,7.22E-12,NTF4,0.258237764
1912,0.009749989,0.006082683,0.10896282,38687,1,0.030709558,0.000564477,NTproBNP,0.962721666
1913,0.006344481,0.006532842,0.331471222,38687,1,1.618487616,7.79E-05,NTRK2,0.479554171
1914,0.057098676,0.006210259,3.96E-20,39130,1,0.198423498,1.83E-06,NTRK3,19.40267151
1915,-0.00901092,0.006744252,0.181528051,38749,1,1.136869494,4.75E-05,NUB1,0.741056255
1916,-0.014512903,0.00621238,0.019490349,34627,1,0.300720168,3.19E-06,NUBP1,1.710180379
1917,-0.032722852,0.006648351,8.60E-07,39097,1,0.910607431,7.18E-28,NUCB2,6.065327298
1918,-0.008976113,0.006876096,0.191761531,39166,1,1.521391743,0.004759333,NUDC,0.717238511
1919,0.002803511,0.006146002,0.648283701,33861,1,0.042342117,0.000251054,NUDT10,0.188234897
1920,-0.004281591,0.006128301,0.484770138,33663,1,0.04586219,0.000577254,NUDT15,0.31446414
1921,-0.014171449,0.006162083,0.021466479,34594,1,0.118161871,4.01E-17,NUDT16,1.668239176
1922,-0.002388204,0.006619944,0.718281676,38166,1,1.395122365,2.41E-10,NUDT2,0.143705213
