coding,beta,se,pvalue,n,outlier_count,outlier_pvalue,heteroscedasticity_pvalue,protein,-LOG10P
424,-0.056000104,0.010396499,7.23194753218289e-08,35846,1,0.365423785,0.016503594,CD207,7.140744733
425,0.105093071,0.010830925,3.11244088238664e-22,36588,1,0.425067104,0.002888669,CD209,21.50689889
426,-0.054495394,0.01034293,1.38047940186296e-07,36881,1,0.155580183,1.86897748066382e-07,CD22,6.859970069
427,-0.024266185,0.009882803,0.014078289,31885,1,0.125823109,4.27518152816893e-14,CD226,1.851450113
428,-0.011732052,0.010937236,0.283425948,36881,1,0.976562889,0.00139643,CD244,0.547560393
429,0.065819629,0.009490433,4.12661600551772e-12,32859,1,0.029528737,4.29638235311688e-36,CD248,11.38440594
430,-0.082328254,0.010502798,4.67490754468986e-15,36684,1,0.253905916,0.340569828,CD27,14.33022697
431,-0.053983633,0.010371774,1.95197724823439e-07,36327,1,1.377936812,1.55179231717988e-21,CD274,6.709525249
432,-0.043810431,0.010407678,2.56624624060755e-05,36457,1,0.235508934,6.36744995471911e-12,CD276,4.590701674
433,-0.047990776,0.010297992,3.17025931725601e-06,35873,1,0.117032282,1.07989714390411e-06,CD28,5.498905212
434,-0.041705845,0.010748108,0.000104513,36448,1,1.804444471,6.23084770979631e-09,CD2AP,3.980830923
435,-0.085977139,0.009529365,1.94105606239272e-19,32092,1,0.025768375,9.55988681910591e-36,CD300A,18.71196192
436,-0.092582533,0.01049776,1.20164491585616e-18,36824,1,1.750764234,4.92994296554468e-17,CD300C,17.92022385
437,-0.093084471,0.009978287,1.12965387006762e-20,36763,1,0.079456445,1.71319651396641e-28,CD300E,19.94705461
438,-0.08132093,0.010495511,9.56129823792492e-15,36880,1,0.29742272,9.31658558345711e-06,CD300LF,14.01948313
439,0.157922638,0.010345053,1.8847648889493e-52,36562,1,0.030771889,7.03700973938283e-05,CD300LG,51.72474282
440,-0.086624994,0.009879887,1.89895673573469e-18,36465,1,0.428054337,5.507449774863e-15,CD302,17.72148493
441,-0.046133524,0.010867325,2.18975159798913e-05,36684,1,0.668134517,9.28651348289374e-07,CD33,4.659605148
442,0.100001496,0.010801582,2.19122280517753e-20,36767,1,1.522172764,2.29984355525638e-12,CD34,19.65931346
443,-0.048461925,0.00958099,4.25727488565193e-07,31885,1,1.483734746,1.13685987340319e-166,CD36,6.370868307
444,-0.05966238,0.008722077,8.02245444465619e-12,36465,2,0.032055513,2.54497276909395e-14,CD38,11.09569274
445,-0.000586832,0.009935961,0.95290357,31803,1,0.162808126,0.112768321,CD3D,0.020951046
446,-0.001381603,0.009973699,0.889826676,32262,1,0.197155059,0.113006903,CD3E,0.050694579
447,-0.018630891,0.009893471,0.059689127,31885,1,0.052302229,0.006500489,CD3G,1.224104773
448,-0.088808279,0.010196618,3.17602479328305e-18,36422,1,0.383423454,2.64729730736299e-19,CD4,17.49811612
449,-0.048378157,0.010719778,6.41222993992448e-06,36468,1,0.996693532,1.4996033683988e-14,CD40,5.192990912
450,-0.032678482,0.01106461,0.003144686,36881,1,1.000501531,0.169367603,CD40LG,2.502422761
451,-0.034468689,0.010360082,0.000878526,36199,1,0.46233332,1.10643531898761e-20,CD46,3.056245267
452,-0.036421565,0.010748704,0.000703601,36587,1,1.175537733,0.785749639,CD48,3.152673454
453,-0.068043119,0.010380855,5.64992365272734e-11,36825,1,0.154076473,4.83618501226485e-09,CD5,10.24795742
454,0.068385055,0.010032144,9.47259987392703e-12,35196,1,0.306098877,8.50308190213371e-08,CD55,11.02353081
455,0.026606416,0.010628826,0.012310836,36387,1,0.471161274,1.79676483049066e-06,CD58,1.909712466
456,0.032681722,0.009092641,0.000325704,35162,2,0.005456608,1.88877651077785e-36,CD59,3.487177242
457,-0.034132297,0.009898046,0.000564656,32676,1,0.047498493,9.41022734609089e-19,CD5L,3.248216366
458,-0.009993949,0.010624863,0.346906292,36821,1,0.257992552,0.08568541,CD6,0.459787823
459,-0.031629624,0.010626567,0.002917831,36265,1,1.202114129,3.07747349225338e-12,CD63,2.534939831
460,-0.026091439,0.010782687,0.01553594,36268,1,0.316946429,1.50921208524888e-05,CD69,1.808662473
461,-0.038018089,0.009671279,8.47616916857847e-05,31820,1,0.063032604,3.12827218209582e-20,CD7,4.071800384
462,-0.001544961,0.010307179,0.880850894,36491,1,0.065625408,6.08586217590179e-16,CD70,0.0550976
463,-0.083984022,0.009263329,1.29951306032266e-19,32092,3,0.003089037,5.58911266718419e-69,CD72,18.88621935
464,-0.081159102,0.010084342,8.66408949607576e-16,36824,1,0.069126961,3.77544422800409e-33,CD74,15.06227707
465,-0.016494428,0.010591445,0.119399564,36881,1,0.375059783,0.072704588,CD79B,0.922997259
466,-0.095923247,0.009460028,3.99045708341664e-24,32845,1,0.231794935,5.03792192881606e-51,CD80,23.39897736
467,-0.000956807,0.009960645,0.9234745,32262,1,0.110490419,0.273655523,CD82,0.034575092
468,-0.107494396,0.010047097,1.1264331902681e-26,36491,1,0.00435514,0.039307803,CD83,25.94829456
469,-0.038534709,0.010888307,0.000402007,36491,1,0.871477159,6.64612798446404e-15,CD84,3.395766627
470,0.008371358,0.009866462,0.396184712,32712,1,0.022881969,9.36795556706306e-06,CD86,0.402102287
471,-0.039262171,0.010852195,0.000297399,36824,1,1.015257164,3.14781305699695e-16,CD8A,3.526660735
472,0.092011267,0.01017884,1.65258377048327e-19,35243,1,0.172118839,4.99051418911076e-16,CD93,18.78183652
473,0.043199595,0.00926659,3.14461708478485e-06,36562,1,0.040003074,1.75572734700534e-25,CD99,5.50243223
474,-0.088270131,0.010197304,5.07241886701461e-18,36562,1,0.056426718,4.26712175027086e-12,CD99L2,17.29478489
475,0.036025423,0.009617152,0.000180016,32780,1,0.098644175,6.42225689125382e-51,CDA,3.744687976
476,0.016605209,0.010043161,0.098262152,32796,1,0.121170422,0.576701724,CDAN1,1.007613731
477,-0.010584618,0.00990571,0.285286485,31689,1,0.28286693,0.679422182,CDC123,0.544718801
478,0.006768458,0.009846827,0.491851747,31689,1,0.186512684,0.465918094,CDC25A,0.308165782
479,-0.031437716,0.009963919,0.001605581,32648,1,0.337225848,3.64964943390111e-22,CDC26,2.794367882
480,-0.019414378,0.010637823,0.068004362,35873,1,0.516949827,0.387064465,CDC27,1.167463229
481,-0.032771765,0.011009029,0.002914564,36684,1,1.510040971,0.901001528,CDC37,2.53542636
482,-0.028561279,0.009949777,0.004100281,32712,1,0.146666665,2.2585693954752e-10,CDC42BPB,2.387186362
483,-0.139556289,0.009216769,1.23904833147416e-51,36327,1,0.734343869,1.32455904965653e-30,CDCP1,50.90691175
484,-0.007398968,0.010152636,0.466145306,35215,1,0.59575955,2.16188276612683e-15,CDH1,0.331478684
485,0.025404862,0.009422068,0.007014326,36767,2,0.040296054,0.704167063,CDH15,2.154014026
486,0.02261332,0.010578422,0.032549066,36448,1,0.750160085,6.97323182594648e-14,CDH17,1.487461466
487,-0.075930692,0.009600345,2.66396718249841e-15,36448,1,0.0488479,2.57840199256719e-16,CDH2,14.57447113
488,-0.010071176,0.009979979,0.312916045,32262,1,0.063423854,0.079160093,CDH22,0.504572167
489,0.030824694,0.00994206,0.001934014,32796,1,0.010630198,2.86470101283378e-07,CDH23,2.713540338
490,-0.016547435,0.010830297,0.12654999,36824,1,3.551070117,1.93466052746154e-14,CDH3,0.897737884
491,-0.013817706,0.009916359,0.163500945,31803,1,0.055323315,0.008482312,CDH4,0.786479732
492,0.129722134,0.010909235,1.51143497021093e-32,36849,1,0.823017671,3.84115162178583e-16,CDH5,31.82061053
493,0.007531742,0.010597673,0.477276127,36448,1,0.109556881,2.48821352538167e-10,CDH6,0.321230289
494,-0.031110343,0.010463461,0.002948737,35813,1,2.294683996,2.6087063015878e-06,CDHR1,2.530363987
495,-0.087171646,0.008389291,2.96098404548579e-25,36465,3,0.003630061,2.2371406629929e-52,CDHR2,24.52856393
496,-0.115293123,0.010174095,1.0213522685572e-29,36448,1,0.590502208,0.393268966,CDHR5,28.99082444
497,-0.010641948,0.009892912,0.282063182,31689,1,0.04327025,0.000150935,CDK1,0.5496536
498,-0.044319358,0.010005884,9.48321308637033e-06,32799,1,0.095110702,0.000231329,CDK5RAP3,5.023044491
499,0.004020992,0.009916991,0.685138496,31803,1,0.300306956,4.61861293128761e-06,CDKL5,0.16422163
500,-0.044658077,0.010777704,3.42724882713328e-05,36465,1,0.802645469,0.626525151,CDKN1A,4.465054364
501,-0.032177276,0.010890253,0.003131876,36465,1,2.046585069,0.490263625,CDKN2D,2.504195422
502,0.130128653,0.010578295,1.04228639178937e-34,36465,1,2.346970387,6.37341872035782e-07,CDNF,33.98201293
503,0.001147828,0.010686233,0.914462842,36517,1,1.542034599,0.015071319,CDON,0.038833937
504,0.026138587,0.010846066,0.01595914,36773,1,1.193559543,0.000897845,CDSN,1.796990524
505,-0.032366294,0.010625971,0.002321026,36684,1,0.045230632,7.77728165728396e-69,CEACAM1,2.634319996
506,0.012098667,0.009322671,0.194376124,32712,4,0.006244454,6.04376982506358e-89,CEACAM16,0.711357081
507,-0.003590136,0.009991849,0.719368172,32262,1,0.070142781,0.004593108,CEACAM18,0.143048781
508,-0.020316803,0.009755586,0.037297136,32712,2,0.032109573,6.05284470280477e-22,CEACAM19,1.428324513
509,-0.029972054,0.009923591,0.002527362,32262,1,0.036033983,0.001770529,CEACAM20,2.597332587
510,-0.036933852,0.010616949,0.000504321,36491,1,1.249876395,3.65458413267153e-39,CEACAM21,3.297293199
511,-0.034304995,0.010639741,0.00126424,35873,1,0.225669036,0.402670481,CEACAM3,2.898170586
512,0.019220938,0.009957745,0.053583821,35447,1,0.061083664,1.6186765378412e-11,CEACAM5,1.270966322
513,-0.006428292,0.009465751,0.497072582,32859,1,0.000516832,2.68336110469705e-31,CEACAM6,0.303580192
514,-0.095841152,0.010043058,1.4714926382623e-21,35898,1,2.208175588,7.00016779425881e-31,CEACAM8,20.83224191
515,-0.049978402,0.009792564,3.34971094879958e-07,31885,1,0.182093781,6.71808305475798e-26,CEBPA,6.474992667
516,-0.038469573,0.010421226,0.000223298,35898,1,0.315503235,0.000276346,CEBPB,3.65111565
517,0.009104302,0.009868943,0.356263906,32859,1,0.0600446,1.92366389189136e-42,CELA2A,0.448228175
518,0.029995906,0.010933151,0.006080386,36790,1,0.694981901,5.40185389667971e-27,CELA3A,2.216068837
519,-0.009013561,0.009690589,0.352307924,32092,2,0.032762998,9.61461536909506e-21,CELSR2,0.453077589
520,-0.049021845,0.009691914,4.25991888086233e-07,31885,1,0.152715028,1.90073568487851e-24,CEMIP2,6.370598671
521,-0.003267302,0.009800964,0.738860716,31803,1,0.089164511,2.78817646105e-36,CEND1,0.131437424
522,-0.007422998,0.009829521,0.450150123,32262,1,0.027643007,3.3485889398158e-28,CENPF,0.346642626
523,-0.023528069,0.009936252,0.017895143,32262,1,0.09137854,0.035466821,CENPJ,1.74726483
524,-0.016827187,0.009824122,0.086751031,31776,1,0.056566808,1.64571069961614e-22,CEP112,1.061725354
525,-0.015466502,0.009879637,0.117477355,31689,1,0.042254044,0.040019468,CEP152,0.930045839
526,-0.00908373,0.010679971,0.395031248,35960,1,0.395546879,0.620238324,CEP164,0.403368549
527,-0.02882403,0.009875118,0.003515652,32004,1,0.042294269,6.30375227450943e-17,CEP170,2.453994175
528,-0.053665894,0.01055073,3.66639733752791e-07,35873,1,0.441551364,4.43711221022924e-05,CEP20,6.435760471
529,-0.0129087,0.009940243,0.194080137,32262,1,0.064576863,0.028549668,CEP290,0.712018909
530,0.019304217,0.009910106,0.051431867,31689,1,0.043319526,0.715443883,CEP350,1.288767713
531,-0.042433863,0.010534252,5.63265663038946e-05,35721,1,0.400330621,2.95979760864458e-05,CEP43,4.249286723
532,-0.027363588,0.010578038,0.009690235,35873,1,0.859333125,0.442125648,CEP85,2.01366569
533,-0.037349806,0.01063797,0.00044699,35813,1,0.384287221,0.137559333,CERT,3.349702181
534,-0.102741589,0.010004567,1.04518114207904e-24,36562,1,0.230535969,4.97559808761647e-11,CES1,23.98080843
535,-0.069216563,0.010432342,3.29470471432523e-11,36465,1,2.063887573,4.33032307292567e-17,CES2,10.4821835
536,-0.032964454,0.010555874,0.001792467,36465,1,0.402213142,9.50610645559467e-19,CES3,2.746548772
537,-0.042735369,0.010640229,5.92155269454976e-05,35813,1,0.456602564,0.015814993,CETN2,4.227564402
538,-0.03566152,0.009962193,0.000344506,32712,1,0.268680465,8.86636330234955e-07,CETN3,3.462803608
539,-0.089660702,0.008845982,4.16696221991181e-24,32246,3,0.006710438,1.07420303604493e-92,CFB,23.38018044
540,-0.075396305,0.010382864,3.9027613970136e-13,35873,1,0.543897286,2.84717094059002e-10,CFC1,12.408628
541,-0.049573864,0.009178747,6.67521731361673e-08,32864,4,0.001785046,3.76215199413906e-28,CFD,7.175534591
543,-0.048739569,0.009869218,7.90967545200704e-07,32611,1,0.027541064,0.001157399,CFHR2,6.101841336
544,-0.004520931,0.009949062,0.649538349,32808,1,0.066292365,2.91787236645802e-05,CFHR4,0.187395203
545,-0.034576595,0.009726596,0.000378732,32422,1,0.022786632,0.02801916,CFHR5,3.421667749
546,-0.105749304,0.008710738,7.65117761834257e-34,32864,4,0.007660997,3.2004442356836e-73,CFI,33.11627172
547,-0.059933825,0.009428474,2.088590652893e-10,32864,2,0.026819377,2.06020843763677e-10,CFP,9.68014667
548,0.014849825,0.008110079,0.067103716,36562,10,1.25461757471413e-05,4.09694450106661e-06,CGA,1.173253432
549,0.008403285,0.009379773,0.370315763,32833,1,0.003564676,2.45679523129754e-22,CGB3_CGB5_CGB8,0.431427801
550,-0.017900792,0.009924689,0.071293612,31950,1,0.043541293,0.151222936,CGN,1.14694938
551,-0.075951389,0.010690369,1.22832529117349e-12,36448,1,0.433913834,0.017602295,CGREF1,11.91068661
552,-0.027853147,0.01057742,0.00846047,35873,1,1.125449798,1.41608789955953e-14,CHAC2,2.072605518
553,0.046498174,0.009703153,1.65808571255136e-06,32092,1,0.094990312,0.265484227,CHAD,5.780393023
554,-0.032963806,0.008758291,0.000167692,32796,2,0.01733453,3.86348638453051e-145,CHCHD10,3.775487047
555,-0.029449671,0.009629257,0.002227369,32702,1,0.021972387,1.80328115314319e-43,CHCHD6,2.652207903
556,-0.006876719,0.010687385,0.519941072,35898,1,0.408334383,0.631859798,CHEK2,0.284045874
557,-0.013615112,0.009615548,0.156800333,32859,1,0.048283046,4.00046909868293e-32,CHGA,0.804653018
558,-0.033973549,0.010434628,0.001131573,36705,1,0.575681134,8.82350915238378e-07,CHGB,2.94631749
559,-0.055221519,0.009748155,1.48313686233264e-08,35645,1,0.258283897,1.2616354615961e-14,CHI3L1,7.828818771
560,-0.067835901,0.010337899,5.38478858994932e-11,36556,1,0.542172934,8.83918810777121e-23,CHIT1,10.26883134
561,-0.017024211,0.010673605,0.11072486,36563,1,0.084856142,1.84368953541883e-28,CHL1,0.955754861
562,-0.027768311,0.009906467,0.005065251,31950,1,0.060566548,0.004799241,CHM,2.295399049
563,-0.036240772,0.010831838,0.000821394,36327,1,0.747968223,0.001596392,CHMP1A,3.085448374
564,-0.026555754,0.009983942,0.007821423,32845,1,0.33470061,1.09759989010012e-18,CHMP6,2.10671425
565,-0.016737803,0.009903126,0.09100839,31803,1,0.049211983,0.002949566,CHP1,1.040918567
566,-0.066796921,0.009423218,1.37978841313386e-12,36587,1,0.02313145,2.98183435548259e-18,CHRDL1,11.86018751
567,-0.019119705,0.010607757,0.071486554,36448,1,2.171577081,0.00383728,CHRDL2,1.14577564
568,0.020211296,0.009903247,0.041271392,31950,1,0.066827863,0.098442155,CHRM1,1.384350882
569,-0.035363055,0.010954269,0.001246621,36684,1,1.258278157,4.15514091954944e-06,CIAPIN1,2.904265467
570,-0.063592993,0.009446793,1.70446234682006e-11,32859,1,0.061125365,0.181025448,CILP,10.76841259
571,-0.008492736,0.00998316,0.394938873,32262,1,0.057893477,0.392118747,CINP,0.403470117
572,-0.042462772,0.009985864,2.12184143443939e-05,32712,1,0.078369991,1.98877555799187e-09,CIRBP,4.673287074
573,-0.025197745,0.009756089,0.009805441,31950,1,0.089210377,4.15076125031917e-29,CIT,2.008532875
574,-0.077252057,0.01044258,1.41422010104594e-13,36702,1,0.113882124,0.000355503,CKAP4,12.84948299
575,0.063881921,0.008597637,1.11091984716863e-13,32859,1,0.000278786,1.66975483406525e-157,CKB,12.95431727
576,-0.015412506,0.010794611,0.153359073,36338,1,0.22261167,1.60699398388166e-05,CKMT1A_CKMT1B,0.814290526
577,-0.009905048,0.009922864,0.318187795,31689,1,0.055988639,0.867846319,CLASP1,0.497316483
578,-0.015620723,0.010609945,0.140956143,36448,1,0.196920242,7.51793267879849e-26,CLC,0.850915992
579,0.048170148,0.010567313,5.17101536553058e-06,36327,1,0.366529393,2.0702823405344e-08,CLEC10A,5.286424172
580,-0.017484962,0.01076655,0.104382769,36505,1,0.518286956,0.005195316,CLEC11A,0.981371186
581,-0.037860206,0.009875461,0.000126439,31885,1,0.07549615,9.35341956024753e-06,CLEC12A,3.898119746
582,0.082303651,0.010304703,1.42284983018008e-15,36562,1,0.599341725,3.97159773500849e-05,CLEC14A,14.84684093
583,0.061765549,0.010461179,3.57409070651599e-09,35898,1,0.112228324,0.119669787,CLEC1A,8.44683443
584,-0.042233673,0.011023035,0.000127627,36824,1,0.530327507,0.002336426,CLEC1B,3.894057901
585,-0.005824364,0.009943232,0.558039848,31950,1,0.045962989,0.079367904,CLEC2L,0.253334788
586,0.031030292,0.009758604,0.00147523,32063,1,0.011658337,5.73672476940871e-05,CLEC3B,2.831140238
587,0.201597338,0.010569759,1.04680891479597e-80,36491,1,0.078221589,0.016036871,CLEC4A,79.98013259
588,-0.012283385,0.010776538,0.254366025,36491,1,3.169461345,8.63963470229054e-06,CLEC4C,0.594540897
589,-0.118320601,0.010074078,8.54369595760403e-32,36491,1,2.954021876,3.20254179611792e-07,CLEC4D,31.06835422
590,-0.016089082,0.010522183,0.126257478,36491,1,0.369633601,0.400348008,CLEC4G,0.898742888
591,0.101231168,0.009899715,1.65642282893911e-24,32807,1,0.051138501,6.39685161755137e-19,CLEC4M,23.78082879
592,-0.086468035,0.010137168,1.52183629572152e-17,36328,1,0.270308785,6.74372163855144e-18,CLEC5A,16.81763206
593,-0.101676075,0.010182645,1.89818483615692e-23,35873,1,1.079511848,7.21100769238592e-35,CLEC6A,22.7216615
594,-0.05948828,0.010634391,2.23529023590429e-08,36881,1,0.269924521,1.97669462124368e-45,CLEC7A,7.650666079
595,-0.030672176,0.009796226,0.001743577,31950,1,0.065518566,5.13080900029105e-17,CLGN,2.758558972
596,-0.020585708,0.009874671,0.037104629,31950,1,0.04032232,0.00693268,CLIC5,1.430571907
597,0.000384174,0.009867469,0.968943731,31689,1,0.046073585,0.488606771,CLINT1,0.013701443
598,-0.039857888,0.010870539,0.000246148,36491,1,0.580889435,0.419635128,CLIP2,3.608802898
599,-0.095021681,0.009031765,7.53596652998319e-26,36880,5,0.00204802,1.01562053779037e-23,CLMP,25.12286104
600,0.013367544,0.009879802,0.176059614,31950,1,0.070940984,0.017078973,CLNS1A,0.754340255
601,-0.051841843,0.010712629,1.30818869433072e-06,36270,1,0.550492553,0.339313648,CLPP,5.883329608
602,-0.002625249,0.010802376,0.807987285,36501,1,0.375063038,6.75509986866389e-05,CLPS,0.092595474
603,-0.000902568,0.0106443,0.932426,35756,1,0.354913457,0.007649055,CLSPN,0.030385625
604,-0.010647725,0.010578444,0.314158244,35813,1,1.003192043,0.153457568,CLSTN1,0.50285154
605,-0.020829505,0.010889306,0.055776213,36881,1,0.632407889,1.01478266086854e-07,CLSTN2,1.253550973
606,-0.04360727,0.009778428,8.24090848964344e-06,32796,1,0.169330777,6.54022527538687e-23,CLSTN3,5.084024908
607,-0.043344318,0.010587094,4.24791008635661e-05,35898,1,1.663971471,1.56114303210829e-11,CLTA,4.371824684
608,-0.007410981,0.009822121,0.45054281,32864,1,0.065950867,6.50081932710111e-12,CLU,0.346263937
609,0.024108971,0.010141282,0.017444561,36389,1,0.235080951,0.000173611,CLUL1,1.758339955
610,-0.028835019,0.010020485,0.00400962,32845,1,0.034923629,0.010865061,CMC1,2.396896731
611,-0.02585686,0.009988317,0.009637872,32702,1,0.114831305,0.083835514,CMIP,2.016018866
612,0.087870864,0.010625556,1.3870861325895e-16,36563,1,0.642432594,0.904986218,CNDP1,15.85789657
613,-0.013909151,0.009906336,0.160308929,31803,1,0.139611221,0.677754899,CNGB3,0.795042287
614,-0.022800375,0.009914622,0.021473286,31776,1,0.062591137,0.835120746,CNP,1.668101489
646,-0.02124961,0.010665689,0.046342047,35813,1,0.374998712,0.997306696,COPE,1.334024785
647,-0.017094423,0.009764106,0.080000077,32004,1,0.056853699,6.92626310360162e-48,COQ7,1.096909598
648,-0.041274812,0.010531701,8.90452030179182e-05,35678,1,0.52979182,7.8858168874017e-08,CORO1A,4.050389472
649,0.027621418,0.00983283,0.004971029,31803,1,0.03142353,6.84122063180987e-09,CORO6,2.303553666
650,-0.054970563,0.010798411,3.58674554502613e-07,36465,1,0.349860585,7.60367733072368e-05,COX5B,6.445299432
651,-0.010235408,0.010042544,0.308113298,32845,1,0.462178984,0.825440627,COX6B1,0.511289557
652,-0.031362086,0.010924299,0.004095954,36849,1,1.146645537,0.383562373,CPA1,2.387644904
653,-0.02838782,0.010966085,0.009637917,36701,1,1.324209758,0.689413334,CPA2,2.016016806
654,-0.00774125,0.009751634,0.427293809,31461,1,0.013979501,2.34952204333097e-06,CPA4,0.3692734
655,-0.016360614,0.010909794,0.1337198,36849,1,0.346413325,0.003675555,CPB1,0.873804283
656,-0.055308585,0.009800243,1.6791034239036e-08,32804,1,0.056764937,2.74415127058313e-12,CPB2,7.774922553
657,0.038305459,0.010798994,0.000389936,36628,1,0.645971216,5.23522422264017e-10,CPE,3.409006867
658,-0.006003841,0.009879553,0.543388403,31689,1,0.145598826,0.007551853,CPLX2,0.264889634
659,-0.112756351,0.009396009,4.07757139472904e-33,36635,1,0.02086005,9.99586563501052e-14,CPM,32.38959843
660,0.004032402,0.009759949,0.67949357,31885,1,0.103826775,5.93986899679699e-21,CPOX,0.167814649
661,-0.05971886,0.010788206,3.12331394175773e-08,36824,1,0.191772372,3.04922450590934e-17,CPPED1,7.50538436
662,-0.059838207,0.009871882,1.36345318568279e-09,32800,1,0.051979655,2.743370834707e-05,CPQ,8.865359769
663,0.000947608,0.009850674,0.923364461,31776,1,0.164563304,0.000146933,CPTP,0.034626845
664,-0.023089143,0.010944405,0.034893047,36817,1,1.825195511,0.604238145,CPVL,1.45726111
665,-0.047448288,0.010929841,1.42105868301387e-05,36684,1,0.180884986,0.119669119,CPXM1,4.847387987
666,-0.071316141,0.009403854,3.4465624272739e-14,32845,1,0.043948745,2.77032055872024e-19,CPXM2,13.46261385
667,-0.032519823,0.009698941,0.000800531,32709,2,0.008089395,4.02278460820378e-27,CR1,3.09662198
668,-0.041506524,0.010702309,0.000105383,36563,1,0.326359494,3.3384152317236e-08,CR2,3.977230511
669,-0.025294522,0.010581722,0.016835275,35873,1,1.044115856,0.000175257,CRACR2A,1.773779798
670,-0.032554638,0.010796804,0.002569784,36270,1,0.59416674,9.13518044539204e-06,CRADD,2.590103322
671,-0.007610677,0.009902386,0.442154318,31689,1,0.054098539,0.543198592,CREB3,0.354426129
672,0.012942504,0.009876414,0.190054597,31689,1,0.045624791,0.000212079,CREBZF,0.721121622
673,-0.12980993,0.010326705,3.66126435424279e-36,36132,1,0.050765327,5.29820555241219e-07,CREG1,35.43636891
674,-0.059229342,0.009264012,1.6437175405473e-10,32092,3,0.008706248,1.03640093520027e-62,CRELD1,9.78417281
675,-0.052990285,0.010751535,8.31720493201063e-07,36587,1,0.782342347,0.005508229,CRELD2,6.080022598
676,0.055252681,0.010435277,1.19849779944635e-07,35813,1,0.533462277,2.09561124025191e-12,CRH,6.921362759
677,-0.107299673,0.010042121,1.31076137846259e-26,36457,1,0.00550363,2.96619537024008e-11,CRHBP,25.88247636
678,-0.013520781,0.010668415,0.205032859,35898,1,1.434267658,0.469017827,CRHR1,0.688176532
679,-0.001838275,0.01043198,0.860125743,36653,1,0.584556847,0.004711463,CRIM1,0.065438054
680,-0.075483906,0.009796531,1.33987262630279e-14,36327,1,0.028015972,2.14410523267751e-38,CRIP2,13.87293649
681,0.05224637,0.009472831,3.5033683068899e-08,36880,2,0.04009306,9.21791894294882e-07,CRISP2,7.455514203
682,0.013135283,0.009686421,0.175092319,32538,1,0.051691248,1.00770935624292e-43,CRISP3,0.756732906
683,-0.034485751,0.010909946,0.001573861,36517,1,1.007782888,0.008018931,CRKL,2.803033511
684,0.032159046,0.010453107,0.002095965,36653,1,1.861982963,0.238650336,CRLF1,2.678616053
685,-0.018730043,0.009976843,0.060478099,35546,1,0.01957342,6.71369785173357e-07,CRNN,1.218401865
686,0.073520033,0.010379677,1.43514067394465e-12,36849,1,0.23650767,0.228591617,CRTAC1,11.84310553
687,-0.011548393,0.010519958,0.272316414,36327,1,0.190289047,7.496414294218e-06,CRTAM,0.56492618
688,0.011856724,0.009795876,0.226142409,31950,1,0.01355392,7.88067549511348e-11,CRTAP,0.645617985
689,-0.002228046,0.010673112,0.834642081,35898,1,0.425704629,2.3223955009706e-05,CRX,0.078499723
690,-0.046548083,0.00998189,3.12473187736973e-06,32845,1,0.2715458,9.77144229421916e-40,CRYBB1,5.505187242
691,-0.02140966,0.009792304,0.028795144,32796,1,0.001918554,5.33391863711938e-48,CRYBB2,1.540680748
692,-0.020802533,0.00994908,0.036544693,32796,1,0.042845386,1.5792993837689e-10,CRYGD,1.437175678
693,-0.041465037,0.009825836,2.44978398893286e-05,31803,1,0.142806625,1.04466083948926e-09,CRYM,4.610872208
694,-0.032549863,0.009898856,0.001009228,32004,1,0.047203864,4.57097738268927e-10,CRYZL1,2.996010611
695,-0.028118636,0.0098556,0.004332817,31776,1,0.209429386,0.005942273,CSDE1,2.363229659
696,-0.101965265,0.010212625,1.9144117200343e-23,36653,1,0.173127207,3.20131465957925e-12,CSF1,22.71796466
697,-0.039418581,0.009554222,3.70396975309652e-05,32833,2,0.004199607,1.2082119983476e-57,CSF1R,4.431332568
698,-0.005554316,0.009775531,0.569912984,31776,1,0.100376946,2.10941086025827e-14,CSF2,0.244191449
699,-0.031842771,0.010645718,0.002781297,36327,1,0.317210976,0.038384034,CSF2RA,2.555752676
700,-0.018981442,0.009798291,0.052727309,31885,1,0.057676647,3.86254741546373e-05,CSF2RB,1.277964394
701,-0.058895037,0.010286819,1.04077304425298e-08,35960,1,0.765726796,6.15166509960918e-19,CSF3,7.982643964
702,-0.057837994,0.009646249,2.04529826257944e-09,31885,1,0.029192142,4.77899372609913e-34,CSF3R,8.689243351
703,0.012542789,0.01003154,0.211185985,32833,1,0.092733268,0.004862634,CSH1,0.675334906
704,-0.014326952,0.009844908,0.145605687,31885,1,0.043987191,0.005184439,CSNK1D,0.836821664
705,0.007410705,0.01001086,0.459143583,32799,1,0.241389708,1.69801021790726e-08,CSNK2A1,0.338051481
706,0.072302423,0.009145367,2.74266199129554e-15,32859,1,0.001720383,2.20346673902306e-82,CSPG4,14.56182771
707,-0.012985964,0.009853948,0.187565445,31803,1,0.143153732,4.94599468816581e-17,CSPG5,0.726847167
708,0.03169306,0.009658595,0.001034294,31776,1,0.142277096,8.41906869751232e-38,CSRP3,2.98535618
710,-0.066656756,0.009370254,1.15086968042388e-12,36500,2,0.003416685,2.76414565545193e-09,CST3,11.93897385
711,-6.69E-05,0.010311487,0.994819788,35954,1,1.15459332,6.41719931122619e-08,CST5,0.002255585
712,-0.030498323,0.010010091,0.002314937,35533,1,0.417241053,1.24103923289172e-18,CST6,2.635460816
