coding,beta,se,pvalue,n,outlier_count,outlier_pvalue,heteroscedasticity_pvalue,protein,-LOG10P
382,-0.046759911,0.011942727,9.05E-05,26835,1,0.149611469,0.002231926,CCL14,4.043361803
383,-0.067669606,0.012060425,2.03E-08,27233,1,0.647616353,9.46E-24,CCL15,7.691958856
384,-0.045243736,0.011367746,6.91E-05,27233,1,0.258639518,1.77E-24,CCL16,4.16057756
385,-0.038528174,0.012093992,0.001445548,26909,1,0.390137727,0.158000734,CCL17,2.839967439
386,-0.039900097,0.011379591,0.000455157,26546,1,0.092796435,2.43E-47,CCL18,3.341838404
387,-0.115213314,0.012175786,3.24E-21,27216,1,0.83983038,3.94E-50,CCL19,20.48925259
388,0.005796702,0.012020211,0.629634945,26791,1,1.06070142,6.74E-06,CCL2,0.200911176
389,-0.14550037,0.01204623,1.67E-33,27250,1,1.287128894,7.58E-38,CCL20,32.77693037
390,-0.074288224,0.01204161,6.96E-10,27100,1,0.721176364,0.087004989,CCL21,9.157598293
391,-0.110669709,0.0114584,4.92E-22,26729,1,0.31229189,0.000170347,CCL22,21.30793931
392,-0.038261365,0.011749673,0.001129825,27100,1,1.716809446,0.631109981,CCL23,2.946988746
393,-0.025015043,0.012187094,0.040122466,27046,1,0.235318506,0.006764586,CCL24,1.396612384
394,-0.029859638,0.012287336,0.015100456,27250,1,0.435783391,1.05E-11,CCL25,1.82100993
395,-0.037977948,0.012161248,0.00179289,26957,1,0.617983798,6.47E-08,CCL26,2.746446372
396,-0.078628827,0.011630681,1.40E-11,26924,1,1.58668487,9.02E-07,CCL27,10.85276078
397,-0.052728549,0.012008543,1.13E-05,26874,1,1.174495871,8.07E-18,CCL28,4.945757868
398,-0.062430649,0.011268285,3.05E-08,26957,1,0.179352684,4.29E-52,CCL3,7.516233623
399,-0.059049114,0.012048648,9.60E-07,27009,1,2.234411427,1.62E-20,CCL4,6.017929253
400,-0.018517702,0.012209326,0.129357921,27022,1,0.702533716,0.845178008,CCL5,0.888206971
401,-0.037516416,0.01129071,0.000892475,26957,1,0.121323696,4.69E-55,CCL7,3.049404132
402,-0.039536945,0.012337751,0.001354296,27216,1,0.154671071,0.220602484,CCL8,2.868286293
403,-0.032953006,0.0119843,0.005969308,26914,1,0.80107199,0.013742793,CCN1,2.224076023
404,-0.021927046,0.012256922,0.073633755,26958,1,0.636467535,1.20E-19,CCN2,1.132923052
405,-0.057401154,0.01134808,4.26E-07,27188,1,0.046892217,0.009866262,CCN3,6.370664897
406,-0.050333517,0.012231903,3.88E-05,27259,1,2.373438651,3.28E-10,CCN4,4.410695536
407,-0.027703875,0.010873733,0.010846579,27052,1,0.433874041,7.00E-39,CCN5,1.964707212
408,0.015717841,0.011297366,0.164152435,23799,1,0.035927647,0.000176424,CCND2,0.78475267
409,-0.019709251,0.011204204,0.078574534,23501,1,0.185025951,0.000570789,CCNE1,1.104718188
410,-0.011831456,0.012118972,0.328936745,26841,1,0.096479717,2.93E-23,CCS,0.48288761
411,-0.009742502,0.012062633,0.419293763,26511,1,1.636340217,0.010559736,CCT5,0.377481597
412,-0.044415138,0.011110773,6.42E-05,24124,1,0.098456878,0.000854421,CD101,4.192398434
413,0.017017898,0.012273081,0.165574118,27052,1,0.179876857,0.024277637,CD109,0.78100755
414,-0.025009662,0.011513096,0.029843488,26342,1,0.035633355,1.99E-16,CD14,1.525150422
415,-0.008557893,0.01229854,0.486531081,27250,1,0.506858647,0.129910635,CD160,0.312889411
416,-0.067801941,0.011701008,6.93E-09,27022,1,0.348047259,1.40E-19,CD163,8.159455005
417,-0.041504785,0.01227135,0.000719963,27052,1,0.178800981,0.030044921,CD164,3.14268991
418,-0.004759234,0.011329954,0.674447166,23599,1,0.053539081,0.432954542,CD164L2,0.171052066
419,-0.003699728,0.012355177,0.764600836,27008,1,0.726400202,0.296069524,CD177,0.116565231
420,0.001080016,0.012053246,0.928602784,27136,1,0.04894259,0.004810177,CD1C,0.032170019
421,-0.020783048,0.011306769,0.066059341,23437,1,0.083291587,0.000132324,CD2,1.180065763
422,-0.045427328,0.011863862,0.00012893,26957,1,0.538021327,3.74E-10,CD200,3.889647442
423,-0.010621077,0.012183392,0.383343404,26867,1,1.811531361,3.19E-10,CD200R1,0.416412005
424,-0.052381276,0.011774133,8.67E-06,26479,1,0.476668752,0.023070665,CD207,5.062053087
425,0.1757357,0.012338752,7.31E-46,27050,1,1.556348256,0.125180827,CD209,45.13627489
426,-0.048702962,0.011820209,3.79E-05,27250,1,0.107592184,3.11E-06,CD22,4.420816155
427,-0.002873222,0.011216183,0.797823716,23501,1,0.044181955,1.52E-09,CD226,0.098093058
428,-0.016153053,0.012442259,0.19421547,27250,1,1.668394024,0.00050439,CD244,0.711716179
429,0.099986223,0.010880971,4.27E-20,24231,1,0.02468187,1.19E-24,CD248,19.36946354
430,-0.095106755,0.011981573,2.14E-15,27136,1,0.397908213,0.245410267,CD27,14.67001963
431,-0.048586689,0.011767165,3.65E-05,26841,1,0.983381549,1.47E-14,CD274,4.437186911
432,-0.062578302,0.011842272,1.27E-07,26953,1,0.151138099,8.20E-09,CD276,6.895662519
433,-0.052145038,0.011721543,8.68E-06,26511,1,0.105948544,2.58E-06,CD28,5.061663646
434,-0.030651672,0.012162083,0.01173239,26924,1,1.388921619,2.29E-09,CD2AP,1.930613522
435,-0.080341677,0.010875826,1.55E-13,23689,1,0.228938083,3.71E-23,CD300A,12.80984387
436,-0.091333494,0.011905577,1.76E-14,27216,1,4.340002375,6.04E-07,CD300C,13.75524905
437,-0.099143522,0.011335001,2.32E-18,27151,1,0.049738759,6.15E-20,CD300E,17.63411032
438,-0.074783912,0.011928473,3.68E-10,27259,1,0.267976143,4.00E-06,CD300LF,9.434194715
439,0.150965286,0.011774057,1.59E-37,27052,1,0.022995091,0.001208142,CD300LG,36.79821688
440,-0.07707373,0.01124655,7.38E-12,26960,1,0.736003346,6.44E-12,CD302,11.1318089
441,-0.024829498,0.012385184,0.044997107,27136,1,0.477068522,8.90E-07,CD33,1.346815411
442,0.14136405,0.012294817,1.59E-30,27174,1,1.799250666,2.48E-07,CD34,29.79822623
443,-0.025147055,0.010858874,0.020577384,23501,1,1.190410621,1.85E-113,CD36,1.68660983
444,-0.093504518,0.009946307,5.82E-21,26960,3,0.021075438,2.99E-08,CD38,20.23481863
445,-0.009469513,0.011308826,0.402401077,23442,1,0.184808562,0.00939475,CD3D,0.395340866
446,-0.006153558,0.011364706,0.588194156,23799,1,0.156970307,0.059508464,CD3E,0.230479294
447,-0.017379111,0.011346352,0.125612029,23501,1,0.047949278,0.119045315,CD3G,0.900968768
448,-0.108124231,0.011578558,1.05E-20,26912,1,1.019705635,1.44E-09,CD4,19.97798019
449,-0.022989344,0.012148109,0.058445531,26955,1,0.715427978,2.29E-14,CD40,1.233248694
450,0.000368146,0.012541249,0.976581818,27250,1,0.631831506,0.816457623,CD40LG,0.010291365
451,-0.014348744,0.011809859,0.224384424,26749,1,0.36711104,4.91E-15,CD46,0.649007293
452,-0.055050207,0.012243616,6.95E-06,27046,1,0.320696927,0.291902867,CD48,5.158304414
453,-0.081024102,0.011829013,7.56E-12,27216,1,0.109601203,1.47E-07,CD5,11.12131257
454,0.061996919,0.011477318,6.66E-08,26057,1,0.264428921,7.07E-05,CD55,7.176565258
455,0.020876596,0.012150689,0.085782444,26902,1,0.342966328,0.000448333,CD58,1.066601584
456,0.035595562,0.010407138,0.000626478,25954,3,0.004142693,1.44E-20,CD59,3.203094174
457,-0.033965416,0.011283885,0.002614479,24082,1,0.034813162,1.03E-14,CD5L,2.582614815
458,-0.017106177,0.012076614,0.156649042,27200,1,0.200597834,0.240019874,CD6,0.805072257
459,-0.009988905,0.012036945,0.406628831,26791,1,1.006378435,5.25E-10,CD63,0.390801832
460,-0.005740055,0.012233785,0.638932683,26794,1,0.878249565,9.19E-06,CD69,0.194544896
461,-0.036443323,0.011055388,0.000980671,23459,1,0.0546496,4.56E-16,CD7,3.008476554
462,-8.43E-05,0.011799292,0.994301188,26957,1,0.055823359,1.27E-10,CD70,0.002482042
463,-0.083325011,0.010594714,3.85E-15,23689,2,0.002542507,1.22E-49,CD72,14.41398785
464,-0.076610691,0.0115359,3.17E-11,27216,1,0.054327533,1.33E-27,CD74,10.49855094
465,-0.026642429,0.01209392,0.027605873,27250,1,0.258374123,0.009277391,CD79B,1.558998521
466,-0.072874504,0.010773024,1.37E-11,24228,1,0.158189238,1.10E-44,CD80,10.86396367
467,-0.009403309,0.01138154,0.408704889,23799,1,0.054406322,0.499753717,CD82,0.388590167
468,-0.103941355,0.011466931,1.34E-19,26957,1,0.00318845,0.008886238,CD83,18.87444218
469,-0.033996121,0.012347626,0.005904606,26957,1,0.593088468,8.39E-08,CD84,2.228809043
470,0.02462516,0.011213267,0.028096164,24124,1,0.01615603,0.000299704,CD86,1.551352969
471,-0.041798601,0.012326575,0.000697539,27216,1,0.659723779,1.25E-11,CD8A,3.156431319
472,0.108921164,0.011590982,6.06E-21,26056,1,0.126013955,6.76E-11,CD93,20.21780069
473,0.068162871,0.010575477,1.17E-10,27052,2,0.033934973,5.55E-15,CD99,9.930849683
474,-0.046094623,0.011611659,7.22E-05,27052,1,0.049772873,2.43E-05,CD99L2,4.141740675
475,0.059865602,0.011000482,5.32E-08,24179,1,0.088927437,1.19E-43,CDA,7.274323498
476,-0.003326098,0.011477294,0.771973149,24194,1,0.092036773,0.934307259,CDAN1,0.112397805
477,-0.003627711,0.011259684,0.74731475,23351,1,0.040378223,0.905899435,CDC123,0.126496446
478,-0.009595895,0.011254186,0.393861501,23351,1,0.03427381,0.372646825,CDC25A,0.404656468
479,0.000189368,0.011298565,0.986627903,24080,1,0.176436004,1.81E-11,CDC26,0.005846606
480,-0.012559193,0.012077994,0.298423264,26511,1,0.36872657,0.740777783,CDC27,0.525167324
481,-0.014939811,0.012447112,0.230047617,27136,1,1.330993944,0.974507155,CDC37,0.638182261
482,-0.00775607,0.011284292,0.491879317,24124,1,0.093663216,1.67E-06,CDC42BPB,0.308141439
483,-0.062461883,0.010542966,3.17E-09,26841,1,0.711837422,1.25E-24,CDCP1,8.498867342
484,-0.007170465,0.01162624,0.537406042,26095,1,0.511181304,3.42E-11,CDH1,0.269697455
485,-0.000409542,0.010693638,0.969450588,27174,2,0.024935865,0.117090581,CDH15,0.013474322
486,0.022273129,0.012098185,0.065628077,26924,1,0.593062493,5.85E-14,CDH17,1.182910318
487,-0.068979947,0.010952405,3.06E-10,26924,1,0.112009412,1.18E-11,CDH2,9.514472864
488,-0.010172217,0.011390336,0.371835785,23799,1,0.045045537,0.192579032,CDH22,0.429648817
489,0.009684514,0.011351036,0.393566146,24194,1,0.009049268,3.64E-05,CDH23,0.404982266
490,-0.06690391,0.012285824,5.21E-08,27216,1,1.513049516,2.19E-05,CDH3,7.283393268
491,-0.020059754,0.011310719,0.076156035,23442,1,0.192743509,0.186226771,CDH4,1.118295678
492,0.149800151,0.012455816,3.13E-33,27233,1,1.28588035,6.73E-12,CDH5,32.50442512
493,0.008571988,0.012073545,0.477722045,26924,1,0.584733736,8.56E-06,CDH6,0.320824718
494,-0.045255973,0.011873103,0.000138361,26501,1,1.648816003,0.000102244,CDHR1,3.858985553
495,-0.079030493,0.009527278,1.13E-16,26960,1,0.000988114,2.66E-39,CDHR2,15.94529134
496,-0.124523961,0.011490211,2.61E-27,26924,1,0.322607522,0.871211874,CDHR5,26.5839253
497,-0.017750008,0.011274304,0.115413809,23351,1,0.030898496,0.012566011,CDK1,0.937742224
498,-0.03981906,0.011342749,0.000448027,24221,1,0.058255625,0.002301222,CDK5RAP3,3.348695333
499,-0.016670515,0.011341321,0.141604458,23442,1,0.254186523,0.000143105,CDKL5,0.848923075
500,-0.023937557,0.012269469,0.051069126,26960,1,0.531784936,0.338890563,CDKN1A,1.291841578
501,-0.009028342,0.0123555,0.464959953,26960,1,1.326927776,0.4441756,CDKN2D,0.332584452
502,0.114597719,0.01199074,1.31E-21,26960,1,0.018010526,0.0030168,CDNF,20.88292812
503,0.019943859,0.012186467,0.101734533,27000,1,1.44753041,0.039003692,CDON,0.992531605
504,0.02060594,0.012389398,0.09628568,27155,1,0.88112744,0.02305697,CDSN,1.016438297
505,-0.022651509,0.012086749,0.060930438,27136,1,0.718563921,2.98E-44,CEACAM1,1.2151657
506,-0.009660099,0.010617082,0.362903414,24124,2,0.024896453,6.25E-64,CEACAM16,0.440208946
507,-0.019227429,0.011407702,0.091909531,23799,1,0.053840688,0.015662948,CEACAM18,1.036639451
508,-0.027413374,0.011096725,0.013502984,24124,1,0.020154074,1.20E-16,CEACAM19,1.869570263
509,-0.026796984,0.011275383,0.01748127,23799,1,0.070725506,0.006097138,CEACAM20,1.757427026
510,-0.031627563,0.01211733,0.009056324,26957,1,0.975128481,1.13E-31,CEACAM21,2.043048063
511,-0.034622336,0.012094383,0.004204054,26511,1,0.154304123,0.770734047,CEACAM3,2.376331728
512,0.061479289,0.011388532,6.78E-08,26226,1,0.042219919,3.28E-07,CEACAM5,7.168513625
513,-0.002909698,0.010783034,0.78728534,24231,1,0.000394492,4.76E-17,CEACAM6,0.103867836
514,-0.107671995,0.011405762,4.02E-21,26518,1,0.961989498,1.33E-20,CEACAM8,20.39594207
515,-0.066007952,0.01116446,3.42E-09,23501,1,0.100384432,6.22E-21,CEBPA,8.466014057
516,-0.042158442,0.011850839,0.000375165,26518,1,0.166237596,0.000845289,CEBPB,3.425777705
517,0.015993576,0.011224236,0.154194802,24231,1,0.049919694,1.88E-31,CELA2A,0.811930267
518,0.018548585,0.012435539,0.135821225,27190,1,0.471594216,6.56E-20,CELA3A,0.867032357
519,-0.033668049,0.011006889,0.002224617,23689,1,0.020056695,2.31E-13,CELSR2,2.652744672
520,-0.044929973,0.011038063,4.71E-05,23501,1,0.148539142,1.59E-15,CEMIP2,4.327216436
521,0.003986344,0.011176494,0.721340504,23442,1,0.0847981,1.74E-28,CEND1,0.141859681
522,-0.015478586,0.011240754,0.168523342,23799,1,0.023886609,1.34E-27,CENPF,0.773339938
523,-0.021072568,0.01135761,0.063555767,23799,1,0.076768688,0.091669239,CENPJ,1.196845035
524,-0.025710172,0.011240991,0.022194187,23437,1,0.128083035,1.37E-17,CEP112,1.653760751
525,-0.000386212,0.011298638,0.972732153,23351,1,0.033477564,0.087080419,CEP152,0.012006729
526,-0.022596259,0.012114986,0.062171489,26565,1,1.233872036,0.115257681,CEP164,1.206408733
527,-0.000880678,0.011159409,0.937098547,23578,1,0.027789229,2.20E-10,CEP170,0.028214736
528,-0.032817118,0.01200177,0.006254383,26511,1,0.307418397,0.00169871,CEP20,2.203815501
529,-0.016378113,0.011373409,0.149870538,23799,1,0.140503736,0.060306293,CEP290,0.824283735
530,0.005917097,0.011289348,0.600192399,23351,1,0.032933823,0.716325399,CEP350,0.221709509
531,-0.016094755,0.011930181,0.177323215,26394,1,0.215257381,0.000110068,CEP43,0.751234403
532,-0.00488509,0.011943388,0.682527971,26511,1,1.764448866,0.563576948,CEP85,0.165879546
533,-0.011820187,0.012069818,0.327431966,26501,1,0.268782687,0.047985926,CERT,0.484878925
534,-0.085508414,0.011366076,5.51E-14,27034,1,0.160304282,4.06E-12,CES1,13.25848542
535,-0.03145027,0.01190111,0.008231164,26960,1,1.383214239,3.22E-13,CES2,2.084538745
536,-0.01246975,0.011986214,0.298190818,26960,1,0.310452898,1.52E-13,CES3,0.525505733
537,-0.00804162,0.012049619,0.504538144,26501,1,0.568732183,0.292881579,CETN2,0.297105995
538,-0.009124884,0.011296649,0.419241704,24124,1,0.321080309,0.002964008,CETN3,0.377535523
539,-0.069841856,0.010109084,5.01E-12,23763,2,0.005489222,1.59E-72,CFB,11.30012562
540,-0.105730765,0.011830961,4.26E-19,26511,1,0.367636266,3.58E-10,CFC1,18.37049503
541,-0.064414006,0.010464265,7.60E-10,24232,3,0.001152532,3.58E-22,CFD,9.119414346
543,-0.029325494,0.011266603,0.009250399,24046,2,0.021755243,0.001379882,CFHR2,2.03383953
544,0.007848515,0.011306967,0.487606838,24190,1,0.048354497,0.004390293,CFHR4,0.311930213
545,-0.027329945,0.011103763,0.013849592,23911,2,0.017368337,0.10260061,CFHR5,1.858563008
546,-0.088254875,0.009918825,6.09E-19,24232,5,0.005413749,5.71E-53,CFI,18.21531678
547,-0.048480138,0.010739228,6.38E-06,24232,3,0.018978538,1.62E-08,CFP,5.195014686
548,0.037665413,0.009371297,5.85E-05,27052,10,2.32E-05,0.010928694,CGA,4.232500092
549,0.013846614,0.010695596,0.195467514,24220,1,0.002577696,3.55E-15,CGB3_CGB5_CGB8,0.70892541
550,-0.033035579,0.011309715,0.003492503,23599,1,0.029051287,0.07418878,CGN,2.456863219
551,-0.049701771,0.012197058,4.62E-05,26924,1,0.301841874,0.012567822,CGREF1,4.335673568
552,-0.006669288,0.012006479,0.578575114,26511,1,0.705299207,1.03E-14,CHAC2,0.237640251
553,0.052907358,0.011078763,1.80E-06,23689,1,0.203503678,0.592627298,CHAD,5.74406522
554,-0.007536202,0.010026488,0.452281377,24194,1,0.209430958,2.33E-102,CHCHD10,0.344591294
555,-0.012810364,0.0110535,0.246491369,24120,1,0.02079102,4.74E-30,CHCHD6,0.608198283
556,0.003062492,0.012136422,0.800781036,26518,1,1.212102542,0.205097118,CHEK2,0.09648622
557,-0.023282004,0.01100397,0.03437351,24231,1,0.040155851,2.94E-25,CHGA,1.463776112
558,-0.057619616,0.011888175,1.26E-06,27124,1,0.279934515,0.000104822,CHGB,5.899072081
559,-0.020757966,0.011102633,0.061544415,26365,1,0.233235025,2.25E-10,CHI3L1,1.210811349
560,-0.034008177,0.011721012,0.003717152,27004,1,0.317284176,6.69E-21,CHIT1,2.429789625
561,-0.015002558,0.012207647,0.21910217,27022,1,0.069124297,1.35E-18,CHL1,0.659353322
562,-0.023210497,0.011288361,0.039779604,23599,1,0.047957533,0.091452637,CHM,1.400339548
563,-0.026956054,0.012330712,0.028817584,26841,1,0.538823226,0.008268376,CHMP1A,1.540342439
564,-0.002683044,0.011337519,0.812928941,24228,1,0.192260676,5.58E-14,CHMP6,0.089947415
565,-0.021726884,0.011342883,0.055445519,23442,1,0.420646796,0.012717802,CHP1,1.256133549
566,-0.1280729,0.010697228,6.00E-33,27046,1,0.012225914,1.44E-14,CHRDL1,32.22205278
567,0.013108646,0.012123791,0.279603072,26924,1,1.593680391,0.297908426,CHRDL2,0.553458062
568,-0.004241283,0.011283291,0.707001601,23599,1,0.043215872,0.095600668,CHRM1,0.150579603
569,-0.022185102,0.012398353,0.073568213,27136,1,0.922989176,3.52E-06,CIAPIN1,1.133309793
570,-0.060056376,0.010714295,2.10E-08,24231,1,0.033270229,0.484949228,CILP,7.677348527
571,-0.00594545,0.011403506,0.60211364,23799,1,0.042601216,0.29310558,CINP,0.220321534
572,-0.013202318,0.011327979,0.243843934,24124,1,0.03705449,6.98E-07,CIRBP,0.612888043
573,-0.039281002,0.011182739,0.000444498,23599,1,0.07761792,1.38E-21,CIT,3.352130237
574,-0.10475365,0.011940371,1.84E-18,27108,1,0.070985179,0.023171057,CKAP4,17.73547409
575,0.061802057,0.009812314,3.06E-10,24231,1,0.000196762,6.53E-119,CKB,9.514468875
576,0.011471614,0.012338086,0.35249721,26857,1,0.602084194,0.0005061,CKMT1A_CKMT1B,0.452844316
577,-0.006888835,0.011317441,0.542734577,23351,1,0.041049167,0.969735623,CLASP1,0.265412509
578,-0.023068789,0.012102635,0.056648333,26924,1,0.14534892,4.07E-19,CLC,1.246812863
579,0.108532565,0.012008194,1.70E-19,26841,1,0.260793213,1.40E-06,CLEC10A,18.77028232
580,-0.033346817,0.012187072,0.006218532,27010,1,0.330473729,0.002652079,CLEC11A,2.206312155
581,-0.038365813,0.011317311,0.000700047,23501,1,0.05039182,5.21E-05,CLEC12A,3.15487268
582,0.096836707,0.011732885,1.61E-16,27052,1,0.373680785,0.006049112,CLEC14A,15.79363137
583,0.097633235,0.011855527,1.87E-16,26518,1,0.059410697,0.272396508,CLEC1A,15.72734335
584,-0.010657326,0.012482012,0.393215138,27216,1,5.320358752,0.031692559,CLEC1B,0.405369771
585,-0.026982117,0.011332981,0.017280679,23599,1,0.035197203,0.041006084,CLEC2L,1.762439205
586,0.068884527,0.011125371,6.05E-10,23622,1,0.00852984,1.74E-05,CLEC3B,9.218138104
587,0.235553764,0.012083264,4.67E-84,26957,1,0.057974278,0.012422227,CLEC4A,83.33073173
588,-0.01689132,0.01225446,0.168096992,26957,1,2.087861271,3.14E-07,CLEC4C,0.774440057
589,-0.120337432,0.01147729,1.14E-25,26957,1,1.678930775,0.002934509,CLEC4D,24.94439177
590,-0.012486243,0.011968751,0.296847936,26957,1,0.271481613,0.3837515,CLEC4G,0.527465966
591,0.167967167,0.011282199,6.58E-50,24187,1,0.034794265,1.54E-14,CLEC4M,49.18148959
592,-0.090242577,0.011505798,4.55E-15,26831,1,0.180487795,2.87E-10,CLEC5A,14.34162779
593,-0.10274072,0.011590205,8.16E-19,26511,1,0.497987456,5.59E-27,CLEC6A,18.08825521
594,-0.093449626,0.012106244,1.21E-14,27250,1,0.174890769,2.87E-37,CLEC7A,13.91672829
595,-0.028402133,0.011187627,0.011132593,23599,1,0.052858051,1.24E-14,CLGN,1.953403671
596,-0.005547927,0.01122564,0.621155951,23599,1,0.025631981,0.006433019,CLIC5,0.20679935
597,0.005568408,0.011292318,0.621936192,23351,1,0.037761584,0.067452445,CLINT1,0.20625417
598,-0.019004056,0.01235526,0.124027399,26957,1,0.378946733,0.648889587,CLIP2,0.906482366
599,-0.129297417,0.010272484,3.15E-36,27259,3,0.003591918,2.61E-16,CLMP,35.50172826
600,-0.006273661,0.011294022,0.578568143,23599,1,0.053418719,0.029865676,CLNS1A,0.237645483
601,-0.046621979,0.012216329,0.000135736,26799,1,0.438640773,0.380111755,CLPP,3.867304181
602,-0.017255691,0.012306748,0.160887176,27003,1,0.259547534,6.67E-05,CLPS,0.793478571
603,-0.004200758,0.012146754,0.729470381,26459,1,0.283703107,0.095034729,CLSPN,0.136992337
604,-0.015565705,0.01204153,0.196137057,26501,1,0.745117221,0.128555149,CLSTN1,0.707440345
605,-0.0107606,0.01247164,0.388252004,27250,1,0.53081723,4.95E-06,CLSTN2,0.410886294
606,-0.043365597,0.011137101,9.90E-05,24194,1,0.108560609,2.56E-18,CLSTN3,4.004571616
607,-0.028419578,0.012011495,0.017987053,26518,1,1.322827655,9.75E-08,CLTA,1.745039978
608,-0.01439683,0.011272484,0.201555983,24232,1,0.072052643,7.19E-14,CLU,0.695604305
609,-0.002600102,0.011549914,0.821888592,26884,1,0.162726308,0.000244477,CLUL1,0.085187048
610,-0.016707062,0.01136227,0.141466919,24228,1,0.020085764,0.111696618,CMC1,0.849345106
611,-0.017794946,0.011400479,0.118561763,24120,1,0.07858259,0.031936891,CMIP,0.926055353
612,0.087343076,0.012120839,5.91E-13,27022,1,0.45371899,0.839773441,CNDP1,12.22827246
613,-0.025658111,0.01131287,0.023335467,23442,1,0.093022728,0.805904327,CNGB3,1.63198351
614,-0.023046871,0.011341237,0.042151729,23437,1,0.120507384,0.848949535,CNP,1.375184602
646,-0.021452234,0.012149608,0.077462254,26501,1,0.311326189,0.619133963,COPE,1.110909871
647,0.002022267,0.011161489,0.856225829,23578,1,0.08565149,2.00E-32,COQ7,0.067411675
648,-0.022242796,0.011942431,0.062543537,26377,1,0.363523338,6.01E-05,CORO1A,1.20381756
649,0.036086042,0.011201036,0.001276199,23442,1,0.056246933,3.04E-08,CORO6,2.894081483
650,-0.035809981,0.012266256,0.003510078,26960,1,0.263181699,0.018929408,COX5B,2.454683212
651,-0.015218697,0.011442233,0.183515611,24228,1,0.3261794,0.675568839,COX6B1,0.736326985
652,-0.04672697,0.012386961,0.000162111,27233,1,0.78186662,0.324663005,CPA1,3.790187107
653,-0.027509292,0.01250062,0.027770327,27131,1,0.97226212,0.703640442,CPA2,1.556419009
654,-0.04433651,0.011099545,6.50E-05,23224,1,0.080364518,2.15E-06,CPA4,4.18677874
655,-0.028172409,0.012388613,0.022970323,27233,1,0.248981817,0.050751928,CPB1,1.638832889
656,-0.046446792,0.011179024,3.27E-05,24182,1,0.132174347,7.06E-09,CPB2,4.48589346
657,0.027013069,0.012272984,0.027743101,27080,1,2.351004051,7.50E-09,CPE,1.556844995
658,0.005577749,0.011310684,0.621918396,23351,1,0.184018302,0.013617611,CPLX2,0.206266597
659,-0.094051049,0.010694036,1.52E-18,27079,1,0.130433561,4.89E-08,CPM,17.81886319
660,-0.004883739,0.011112508,0.660316893,23501,1,0.074743358,1.03E-18,CPOX,0.180247592
661,-0.038770887,0.01228774,0.001605355,27216,1,1.353229642,8.70E-18,CPPED1,2.794428938
662,-0.052241586,0.011267247,3.56E-06,24186,1,0.040363193,2.59E-06,CPQ,5.448478311
663,2.39E-05,0.011273032,0.998308019,23437,1,0.031078766,0.001816891,CPTP,0.000735441
664,-0.039560772,0.012456482,0.001495296,27212,1,1.306984989,0.604657148,CPVL,2.825272809
665,-0.032785655,0.012445863,0.008436849,27136,1,0.143484318,0.696441379,CPXM1,2.073819715
666,-0.082442183,0.010705318,1.40E-14,24228,1,0.03046827,1.65E-15,CPXM2,13.85354196
667,-0.017931961,0.011042294,0.104402871,24134,1,0.004889373,1.57E-20,CR1,0.981287557
668,-0.042821772,0.012236136,0.00046668,27022,1,0.304896971,3.20E-09,CR2,3.330980779
669,0.000959238,0.01202317,0.93641091,26511,1,0.846557068,0.005673052,CRACR2A,0.028533535
670,-0.012800638,0.012228898,0.295222863,26799,1,0.322586579,5.56E-06,CRADD,0.529850012
671,-0.019166365,0.011325179,0.090589264,23351,1,0.04593831,0.068691237,CREB3,1.042923266
672,-0.001232792,0.011256578,0.912793031,23351,1,0.035886524,0.021168466,CREBZF,0.039627684
673,-0.10999665,0.011738534,7.77E-21,26734,1,0.311371007,7.55E-06,CREG1,20.10980482
674,-0.03014417,0.010596714,0.00444954,23689,2,0.012760529,1.18E-52,CRELD1,2.351684931
675,-0.028894671,0.012217131,0.018032486,27046,1,0.201882285,0.152623499,CRELD2,1.743944395
676,0.059293566,0.011904739,6.38E-07,26468,1,0.381537706,5.63E-09,CRH,6.195427066
677,-0.104775418,0.011434442,5.39E-20,26953,1,0.003907657,5.56E-06,CRHBP,19.2684761
678,-0.01524388,0.012085843,0.207211697,26518,1,0.896460151,0.464000701,CRHR1,0.683585733
679,-0.013914229,0.011936558,0.243753365,27100,1,0.4820616,0.276363262,CRIM1,0.61304938
680,-0.043324571,0.01118787,0.000107998,26841,1,0.092029973,2.08E-25,CRIP2,3.966583736
681,0.038058991,0.010768216,0.000409407,27259,2,0.030657234,8.98E-05,CRISP2,3.387844847
682,-0.002442346,0.01110973,0.825998854,23999,1,0.043134729,1.36E-31,CRISP3,0.083020555
683,-0.00843592,0.012383634,0.495741164,26995,1,0.697850254,0.005165063,CRKL,0.304745018
684,0.031252104,0.011911514,0.0087032,27100,1,0.464379516,0.322496978,CRLF1,2.060321012
685,-0.02733721,0.011358335,0.01609996,26249,1,0.125093545,4.45E-05,CRNN,1.793175197
686,0.153575032,0.011815596,1.64E-38,27233,1,0.386385795,0.398458578,CRTAC1,37.78437852
687,-0.033674576,0.012007815,0.005044841,26841,1,0.136649826,0.000254632,CRTAM,2.297152559
688,0.000550043,0.011150947,0.960659105,23599,1,0.009752427,6.86E-09,CRTAP,0.017430697
689,-0.013289587,0.012174099,0.275006599,26518,1,0.307172324,8.33E-05,CRX,0.560656884
690,-0.016420365,0.011315225,0.146744232,24228,1,0.103824837,4.08E-27,CRYBB1,0.83343896
691,-0.061074183,0.011148953,4.34E-08,24194,1,0.051733973,6.73E-35,CRYBB2,7.362111587
