coding,beta,se,pvalue,n,protein,-Log10P
111,-0.031611204606694,0.0112161938767861,0.00483100236318831,24028,AMOTL2,2.31596275006898
112,-8.44379509244745e-05,0.0113565522739802,0.994067704848906,24192,AMPD3,0.00258403527982581
114,0.0132284355408968,0.0114176416692671,0.246631578621043,25789,AMY2A,0.607951317266513
115,0.0215762042302684,0.0112298852209836,0.0547027266478522,25003,AMY2B,1.26199102579448
116,-0.0604731914769629,0.011471539536766,1.36296999358506e-07,26833,ANG,6.86551370525401
117,-0.0127698793218165,0.0122173337182245,0.295927763484522,26884,ANGPT1,0.528814288092157
118,0.042110188586313,0.01209674186681,0.00050010670129027,27257,ANGPT2,3.30093732598845
119,-0.0509716451235394,0.0117333480028398,1.40322759248403e-05,26540,ANGPTL1,4.85287188410792
120,-0.0607785023389856,0.0116148612455178,1.68187959723182e-07,27009,ANGPTL2,6.77420509779463
121,0.0164356690906001,0.0113550910333545,0.147788925141905,26925,ANGPTL3,0.830358109445714
122,-0.0139512034703221,0.0117898364799113,0.236690936675309,27044,ANGPTL4,0.625818371674894
123,-0.0849053123573735,0.0122425462696647,4.14509926484374e-12,27257,ANGPTL7,11.3824650647138
124,0.0128037903108233,0.011267874504768,0.255838777333645,23435,ANK2,0.592033629108003
125,-0.0160004355003708,0.0112750418529874,0.15588252564761,23499,ANKMY2,0.807202566274688
126,0.00242430563119981,0.0112820635203415,0.829861662809457,23349,ANKRA2,0.0809942980887221
127,-0.0197064711385288,0.0120113008866546,0.100879706371147,26509,ANKRD54,0.996196190526729
128,-0.0119944045202868,0.0113257625949215,0.289593670554231,23576,ANP32C,0.538210934441087
129,0.0039870981579961,0.0123342901513779,0.746506037748549,26978,ANPEP,0.126966675346492
130,-0.0367813345031638,0.0110039907758274,0.000831432183820315,23552,ANXA1,3.08017316844534
131,-0.027793972976132,0.0117238477344511,0.0177605390484011,26499,ANXA10,1.75054385712761
132,-0.0163322950420368,0.0124045148560854,0.187970129951923,26955,ANXA11,0.72591115833053
133,-0.0388572196538941,0.0108234554527912,0.000331240742607726,23221,ANXA2,3.47985625038513
134,-0.0248918521396438,0.0124515369103841,0.0456076153774032,27171,ANXA3,1.34096263452313
135,-0.011610997413915,0.0122185229510497,0.34197942805065,26800,ANXA4,0.466000018367264
136,-0.0116850103196375,0.0120169035574201,0.330869868344012,26457,ANXA5,0.480342781367698
137,0.00329397422143798,0.0121987580816002,0.787142831153186,26563,AOC1,0.10394645550189
138,-0.0471729114680491,0.0118696211530037,7.07830727328787e-05,27020,AOC3,4.15007058832229
139,-0.0277998284363653,0.0112939668478901,0.0138436172190656,24118,AP1G2,1.85875041760861
140,-0.0344625919498986,0.0112318939536736,0.00215539174279584,23597,AP2B1,2.66647378523741
141,-0.0240345320020947,0.0112679349302524,0.0329346017874761,24122,AP3B1,1.48234758324865
142,-0.0166517933671443,0.0113950211295338,0.143940132091661,24192,AP3S2,0.841818103102929
143,-0.0554433132219374,0.0118401098903351,2.84543054334392e-06,26958,APBB1IP,5.54585201100826
144,-0.0828890275522969,0.00932558474908066,6.62931278883392e-19,24000,APCS,18.1785314893156
145,-0.0517050200463499,0.0122446141137724,2.42206026304805e-05,27158,APEX1,4.61581505541938
146,-0.0241252417315581,0.0118368843875924,0.0415455722622335,26922,APLP1,1.3814752545404
147,0.097451494386672,0.010359092290298,5.52602990646025e-21,24230,APOA1,20.2575867690439
148,0.0414162474117114,0.0109787441926986,0.000162067856218653,24218,APOA2,3.79030311254903
149,0.0218738809924842,0.0111886412120368,0.0505936357618217,24230,APOA4,1.29590411018304
150,-0.00435211022370833,0.0114627103306527,0.704189643478405,24218,APOB,0.152310366390593
151,0.0282062727915139,0.0111931993583986,0.0117437937063012,23576,APOBR,1.93019158625991
152,0.0661287708787295,0.0106285135916559,4.99464022615801e-10,24180,APOC1,9.30149578940428
153,0.0933856249037401,0.0103029284844855,1.35519085497162e-19,23099,APOD,18.8679995376869
154,-0.0144577114362321,0.0112599912352612,0.199157885849084,24230,APOE,0.7008024926042
155,0.0992214281930342,0.00979844284065635,4.71895912094076e-24,24218,APOF,23.3261537848157
156,-0.0343104970101012,0.0122536898632266,0.00511367102634323,27050,APOH,2.29126721452622
157,-0.0118483359068171,0.0108456937289254,0.274647939595933,24218,APOL1,0.561223654700053
158,0.0552382157461832,0.0117779729573287,2.74597399485676e-06,26973,APOM,5.56130357997024
159,-0.0245591787449077,0.0122805312138999,0.0455268302289856,27012,APP,1.34173258606304
160,0.00607560535785536,0.0112523453285008,0.589242631027523,23687,APPL2,0.229705839985811
161,-0.0103651464794796,0.0122068541762134,0.39581925343404,26839,APRT,0.402503084670315
162,-0.0167507745309687,0.0113657997443113,0.140552028382935,23797,ARAF,0.852162882470917
163,-0.108497857850959,0.0121997271942016,6.28562221712592e-19,26958,AREG,18.2016517248055
164,-0.0160550475293721,0.011379250967546,0.15828539083375,24122,ARF6,0.800559167090102
165,-0.0161133754717713,0.0114576494842353,0.159635386089344,24219,ARFIP1,0.796870833035943
166,0.0198813820021516,0.0123414607450955,0.107204043585315,26854,ARG1,0.969788833359013
167,-0.0159595531393437,0.0113650648607175,0.160253090863943,24118,ARG2,0.795193585321098
168,0.0465130326545308,0.0120319240966544,0.000110988995825928,26509,ARHGAP1,3.95472007787084
169,-0.0155068610729898,0.0120881231906339,0.199567095910381,26509,ARHGAP25,0.699911062460184
170,-0.0258170378669832,0.0113626917600977,0.0230900722645212,23797,ARHGAP30,1.63657470787825
171,0.00103477698056464,0.0112104394554237,0.926456683626211,23687,ARHGAP45,0.0331748812580719
172,-0.0302461789677392,0.011233844502414,0.00709871001652994,23349,ARHGAP5,2.1488205644644
173,-0.0279752811090093,0.0113134544374234,0.0134148249734881,24192,ARHGEF1,1.87241498930171
174,-0.0124594928605577,0.01134390980133,0.272066093282736,24219,ARHGEF10,0.565325579564472
175,-0.00176626231713038,0.0123164729770599,0.885970220091524,26955,ARHGEF12,0.0525808757058176
176,-0.0392156144380251,0.0112387781528519,0.000485153204324513,23441,ARHGEF5,3.31412109585935
177,-0.0182640107627361,0.0113036327801487,0.106158663752112,23441,ARID3A,0.974044556691629
178,-0.0355185217642548,0.0121167016545691,0.00337760288582876,26499,ARID4B,2.47139141297443
179,-0.00160561654894878,0.0112443190278066,0.886454437318665,23435,ARL13B,0.0523435816982643
180,-0.00544033382452999,0.0112928315299586,0.629987284061461,23435,ARL2BP,0.200668216447487
181,-0.0237790992139732,0.0113095958498535,0.0355149280973605,23441,ARMCX2,1.44958906025283
182,-0.0412853221216475,0.0121001530152529,0.000645920791658805,26563,ARNT,3.18982073564982
183,0.0021889877745502,0.0112820845777588,0.846159286273443,23435,ARNTL,0.0725478749774981
184,-0.0651096382686636,0.0119269780277563,4.82971370424261e-08,27050,ARSA,7.31607861259275
185,-0.0564616468826563,0.0120956799413783,3.05730840292583e-06,26958,ARSB,5.51466075004288
186,0.0374039961270482,0.0109073218243801,0.00060614271352841,27020,ART3,3.21742511114578
187,-0.0161776146448251,0.0113024387619828,0.152346592999247,23441,ART5,0.817167253670856
188,-0.0176695966764611,0.0122201005092943,0.148204354606813,26563,ARTN,0.82913903553398
189,-0.0341755844585819,0.0110704695242728,0.00202353974899561,23989,ASAH1,2.69388826021242
190,-0.0448509117347059,0.0117429714731468,0.000134086770436714,26839,ASAH2,3.87261406935021
191,-0.132194014177999,0.0109031018164405,9.60752289623307e-34,26839,ASGR1,33.0173885718706
192,-0.0729413741944366,0.0109982527461433,3.37948412919616e-11,24218,ASGR2,10.4711495887585
193,0.0315865943045758,0.0111342600207252,0.00455941093007511,24226,ASPN,2.34109126398985
194,-0.0139487341090765,0.0112226036623031,0.213911471020794,24219,ASPSCR1,0.669765925725548
195,-0.0186016385967399,0.0112415707550794,0.0979948689890511,23576,ASRGL1,1.00879666336954
196,-0.0150221182288702,0.0105728290265387,0.155381547676365,23435,ASS1,0.80860055708047
197,-0.0310328937977848,0.0121495755078544,0.0106476287860099,26499,ATF2,1.97274709831078
198,-0.00787066497858401,0.0113326775551077,0.487368954307851,23349,ATF4,0.312142139086901
199,-0.0211676275504817,0.0112936834120611,0.0609026750635115,24122,ATG16L1,1.21536363117982
200,-0.0298447753093684,0.0119801815936548,0.0127380712043541,26509,ATG4A,1.89489632778733
201,-0.0267634513377627,0.0123479139807459,0.0302094458837103,27134,ATOX1,1.51985724069342
202,0.0150065916772098,0.0112636044945677,0.182771924815028,23435,ATP1B1,0.738090514479242
203,0.00678219384182727,0.0112920644230138,0.548101633402512,23435,ATP1B2,0.261138903681055
204,-0.0128597793654174,0.0113428770929082,0.256918711806159,23435,ATP1B3,0.590204264210791
205,-0.00263091630251735,0.011350904834072,0.816710679270157,23349,ATP1B4,0.0879317655602953
206,-0.0066112258560861,0.0113107701710832,0.55888479725986,23435,ATP2B4,0.252677703867637
207,-0.00546564130850466,0.0112498199442164,0.627083342444265,23435,ATP5F1D,0.202674735471853
208,-0.0157641844376581,0.0124066113833947,0.203872032093958,27098,ATP5IF1,0.690642348230509
209,-0.0155821567602126,0.0120936995030552,0.197599766401767,26499,ATP5PO,0.704213573161769
210,-0.0300112320465121,0.0119536465777143,0.0120573624190797,26509,ATP6AP2,1.91874768490891
211,-0.00289393463118424,0.0123530615189922,0.814778228530867,26958,ATP6V1D,0.088960584182467
212,-0.0211382366655439,0.0120589125305342,0.0796283569579758,26457,ATP6V1F,1.09893224536186
213,-0.0308142726307043,0.0112112433579468,0.00599114278845987,23576,ATP6V1G1,2.22249032963327
214,-0.0128713259941491,0.0112877063189731,0.254174678355434,23435,ATP6V1G2,0.594867717347192
215,-0.0319296117695358,0.0109979480983123,0.00369665992411146,24122,ATRAID,2.432190500705
216,-0.0126340276643151,0.0110241618510847,0.251793784280565,24230,ATRN,0.598954994982606
217,-0.0105527808432073,0.0120750856278807,0.382164243358806,26499,ATXN10,0.417749949511276
218,-0.00634671495996371,0.0112483753583688,0.572600345600158,23441,ATXN2,0.242148394190431
219,-0.029071013051976,0.0113833611266905,0.0106610178391775,24219,ATXN2L,1.97220132994021
220,-0.0222504032755339,0.0112363513713058,0.0476905760464205,24192,ATXN3,1.32156743176469
221,-0.00818018746078034,0.0123004434343652,0.506035772717167,26955,AXIN1,0.295818780898297
222,-0.0146711191255336,0.0122027807255659,0.229266877220047,27020,AXL,0.63965868438751
223,-0.0115430053189947,0.01131267968027,0.307567977304925,24219,AZI2,0.512058883447088
224,-0.0577163527219591,0.0117588972240627,9.24176881436589e-07,26071,AZU1,6.03424489968888
225,-0.0560130790103255,0.0104852983842257,9.27260623375554e-08,24230,B2M,7.03279818237578
226,0.00654537144138118,0.0112952929713429,0.562272400405181,23435,B3GAT3,0.250053233662761
227,0.00262343816796065,0.010888025576298,0.809598214701566,23576,B3GNT7,0.0917304581946335
228,-0.0547516382594216,0.0120154017024148,5.2168477125135e-06,27098,B4GALT1,5.28259184078968
229,-0.0201430217431473,0.0119386778926408,0.0915750786096762,27050,B4GAT1,1.03822269985715
230,-0.0170856941898142,0.0112975214309651,0.130460832216421,23499,BABAM1,0.88451985541765
231,-0.0208658310648073,0.0122738114796118,0.0891370811810753,26955,BACH1,1.04994159111261
232,0.078183546058871,0.0120040194623284,7.49132909217586e-11,26789,BAG3,10.1254411240641
233,-0.0349918837850473,0.0110630334706985,0.00156374989182465,23499,BAG4,2.80583270734166
234,0.0352485555023168,0.0120494073781748,0.00344377103887472,26516,BAG6,2.46296573058039
235,-0.0915680623828373,0.0114524104638929,1.34245266339532e-15,26509,BAIAP2,14.8721010191395
236,-0.0305417599763266,0.0118530153076502,0.00997997591308571,26509,BAMBI,2.00087050689165
237,-0.00751132445866662,0.0122809271563688,0.540790926217599,26955,BANK1,0.266970603913104
238,-0.040554243090461,0.0109800640322568,0.000221724998193703,24192,BAP18,3.65418533996827
239,-0.0174106592831846,0.0113446763705133,0.12487128794483,23597,BATF,0.903537408868372
240,-0.0243070776237251,0.0120236445050325,0.0432270750497847,26457,BAX,1.36424414990966
241,0.0171747883502084,0.0121113996867497,0.156182438336354,27050,BCAM,0.806367801203898
242,0.00549859105102518,0.0114859547727969,0.632139583124754,26839,BCAN,0.199187014300581
243,0.0114926283079244,0.0111706709641864,0.303573761710632,24226,BCAT1,0.517735767811873
244,0.000160868505078069,0.0112835735338679,0.98862516576336,23441,BCAT2,0.00496833863241993
245,-0.0292624580741589,0.0107469515254878,0.0064766483740632,23762,BCHE,2.18864968073665
246,-0.0136451330169828,0.0110837935952792,0.2183017027801,24122,BCL2,0.660942876727337
247,-0.00970794176358238,0.0113586090134949,0.392738461094221,24192,BCL2L1,0.405896565948648
248,-0.0292269483634953,0.0122113753140035,0.0166989271017896,26955,BCL2L11,1.77731143117222
249,-0.0483645959211372,0.0111353863092643,1.40930536086034e-05,23499,BCL2L15,4.8509948960544
250,-0.00438121225413898,0.0113097884758609,0.698476713612738,23349,BCL7A,0.155848068172662
251,-0.0228976811117615,0.0113542095995004,0.043741148087641,24118,BCL7B,1.35910982208522
252,-0.0167970282179949,0.0122437905607386,0.170111793516183,26955,BCR,0.769265576561139
253,-0.0299504158384202,0.0112873463177044,0.00797254433199432,24229,BDNF,2.09840305714778
254,-0.015489985989235,0.0111229977416746,0.163751222243446,23576,BECN1,0.785815449738603
255,-0.0113516548038076,0.0112600378982267,0.313399407721169,23349,BEX3,0.503901828619411
256,-0.0248487807848054,0.0109230512023302,0.0229210082458879,24229,BGLAP,1.63976628260365
257,0.0491067503463437,0.0118250267435945,3.29488074855648e-05,26464,BGN,4.48216029918259
258,-0.0241774478617335,0.0112526242593849,0.0316759209012618,23441,BHLHE40,1.49927075019282
259,0.00879720007302043,0.0113181679037618,0.437011109188767,23435,BHMT2,0.359507522759427
260,-0.0473087082364557,0.012184216584428,0.000103512642464609,26955,BID,3.98500660462918
261,0.00664569752939703,0.0123669653205885,0.591013056997645,27050,BIN2,0.228402924331286
262,-0.0019426697809276,0.0121161947792826,0.87261713172233,26509,BIRC2,0.0591762649459925
263,0.0629779761997555,0.0122974436639969,3.05625004591445e-07,27231,BLMH,6.51481111700784
264,-0.0155258282954928,0.0109885000211778,0.157693655561738,23499,BLNK,0.802185779150202
265,-0.0223819840862839,0.01128640647236,0.0473687958620989,23441,BLOC1S2,1.32450765510934
266,-0.000775256690372775,0.0113728794672892,0.945653146648085,24192,BLOC1S3,0.0242681279947711
267,-0.0323295199526845,0.012202818890214,0.00806940133560297,27050,BLVRB,2.09315868414886
268,0.0249484564333012,0.0106153528027833,0.0187702815268115,23687,BMP10,1.7265292135468
269,0.0613560639253824,0.0120061816393456,3.2373203552691e-07,26789,BMP4,6.4898143220242
270,0.0297787057206635,0.0120229000102545,0.0132616223191754,26474,BMP6,1.87740334462139
271,-0.094012228209553,0.011048625335733,1.8576311408552e-17,23687,BMPER,16.7310405171424
272,-0.00237470776648761,0.0114878968524342,0.836235052778319,24226,BNIP2,0.0776716319193807
273,-0.0138513993764423,0.0109960294379353,0.207799933973155,23499,BNIP3L,0.682354594772581
274,0.0216724186401734,0.0116196619450007,0.062171350398151,26516,BOC,1.20640969939884
275,-0.0535431433575934,0.0110685742561329,1.32382685051505e-06,23441,BOLA1,5.87816881458165
276,-0.015261870842472,0.0110722496670001,0.168096202809715,23576,BOLA2_BOLA2B,0.774442096896124
278,0.0182023605561922,0.0113923993101087,0.110107397721517,26809,BPIFB1,0.95818350135792
279,-0.064562152784045,0.010292295323809,3.60479570167872e-10,24172,BPIFB2,9.4431193434682
280,-0.00975884003972559,0.0112937875552298,0.387547561045286,23896,BRAP,0.411674991913759
281,-0.00507248736046325,0.0113571875121189,0.655144600133152,23797,BRD1,0.183662834192857
282,-0.025683263714158,0.0113139382271546,0.0232132809616477,23441,BRD2,1.63426347208883
283,-0.0151922043511971,0.0112690078412279,0.177626279003071,23435,BRD3,0.750492781903453
284,-0.00927636034901147,0.011319979271258,0.412527812395643,23435,BRDT,0.384546766234601
285,0.01175880629487,0.0119287730969098,0.324264062855267,26499,BRK1,0.489101180122817
286,-0.0282513767988635,0.0112558851826997,0.0120825219805872,23441,BRME1,1.91784240611757
287,-0.0146403931901407,0.0114314820410648,0.200308437966556,24219,BRSK2,0.698300755723258
288,0.00358799927838638,0.0118322394885431,0.761709869399262,27198,BSG,0.118210417259614
289,0.00247480718764932,0.0113293440048337,0.827086474144649,23349,BSND,0.0824490814020744
290,-0.0180026438798855,0.0124022444549984,0.146634580973255,27214,BST1,0.833763597533696
291,-0.0463035387273318,0.0120404443797927,0.000120498873237033,27214,BST2,3.91901701407855
292,0.00098982429671349,0.0119421761295773,0.93394380529662,26509,BTC,0.0296792541594058
293,-0.00582089010973698,0.0112086359642693,0.603541031323418,24230,BTD,0.219293199350223
294,-0.0212014514385151,0.0112875990993886,0.0603531517819421,23349,BTLA,1.21930004510658
295,-0.00561029026717698,0.0114124693164083,0.623011564899545,24063,BTN1A1,0.205503891502244
296,-0.0894878807019647,0.0117498910405889,2.70059844853905e-14,27098,BTN2A1,13.5685399861747
297,-0.0740121744302831,0.0121205389301838,1.0333267469081e-09,26955,BTN3A2,8.98576232906982
298,0.00247370312209533,0.0112767582719386,0.826369236367732,23349,BTNL10,0.0828258588703605
299,-0.114661865126108,0.0114909223395104,2.08274222740759e-23,26499,C19orf12,22.6813644776
300,-0.00445725607379472,0.0112673588358763,0.692411014446369,23435,C1GALT1C1,0.159636032253558
301,-0.0741548966845374,0.0123210261554494,1.7822539734146e-09,27155,C1QA,8.74903040838374
